{'M_BLOCKING=12_avg': 250.81100000000004, 'M_BLOCKING=12_best': 250.81100000000004, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 250.852, 'M_BLOCKING=16_best': 250.852, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 248.191, 'M_BLOCKING=1_best': 248.191, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 248.143, 'M_BLOCKING=2_best': 248.143, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 248.78599999999994, 'M_BLOCKING=3_best': 248.78599999999994, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 249.117, 'M_BLOCKING=6_best': 249.117, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 32, 'a_nonzero': 204, 'a_rows': 128, 'a_size': 4096, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0498046875, 'mat_file': 'data/synth_mats/vary_col/q_16/r_128_c_32_p_0.05_uniq_16.txt', 'size_n': 1800000, 'xsmm_reference_avg': 249.838, 'xsmm_reference_best': 249.838, 'xsmm_reference_cpu_freq': 2.999927, 'xsmm_reference_kernel_type': 'sparse'}
{'M_BLOCKING=12_avg': 357.716, 'M_BLOCKING=12_best': 357.716, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 356.479, 'M_BLOCKING=16_best': 356.479, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 359.102, 'M_BLOCKING=1_best': 359.102, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 361.034, 'M_BLOCKING=2_best': 361.034, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 357.498, 'M_BLOCKING=3_best': 357.498, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 356.547, 'M_BLOCKING=6_best': 356.547, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 64, 'a_nonzero': 409, 'a_rows': 128, 'a_size': 8192, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0499267578125, 'mat_file': 'data/synth_mats/vary_col/q_16/r_128_c_64_p_0.05_uniq_16.txt', 'size_n': 1500000, 'xsmm_reference_avg': 356.309, 'xsmm_reference_best': 356.309, 'xsmm_reference_cpu_freq': 2.999936, 'xsmm_reference_kernel_type': 'sparse'}
{'M_BLOCKING=12_avg': 388.425, 'M_BLOCKING=12_best': 388.425, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 381.486, 'M_BLOCKING=16_best': 381.486, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 372.294, 'M_BLOCKING=1_best': 372.294, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 373.288, 'M_BLOCKING=2_best': 373.288, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 378.269, 'M_BLOCKING=3_best': 378.269, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 382.76099999999997, 'M_BLOCKING=6_best': 382.76099999999997, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats/vary_col/q_16/r_128_c_128_p_0.05_uniq_16.txt', 'size_n': 1124976, 'xsmm_reference_avg': 409.946, 'xsmm_reference_best': 409.946, 'xsmm_reference_cpu_freq': 2.999936, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=12_avg': 430.184, 'M_BLOCKING=12_best': 430.184, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 424.165, 'M_BLOCKING=16_best': 424.165, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 396.85, 'M_BLOCKING=1_best': 396.85, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 397.36, 'M_BLOCKING=2_best': 397.36, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 409.164, 'M_BLOCKING=3_best': 409.164, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 409.87300000000005, 'M_BLOCKING=6_best': 409.87300000000005, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 256, 'a_nonzero': 1638, 'a_rows': 128, 'a_size': 32768, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats/vary_col/q_16/r_128_c_256_p_0.05_uniq_16.txt', 'size_n': 750000, 'xsmm_reference_avg': 430.664, 'xsmm_reference_best': 430.664, 'xsmm_reference_cpu_freq': 2.999979, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=12_avg': 472.65599999999995, 'M_BLOCKING=12_best': 472.65599999999995, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 472.55100000000004, 'M_BLOCKING=16_best': 472.55100000000004, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 442.439, 'M_BLOCKING=1_best': 442.439, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 442.28099999999995, 'M_BLOCKING=2_best': 442.28099999999995, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 456.305, 'M_BLOCKING=3_best': 456.305, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 464.175, 'M_BLOCKING=6_best': 464.175, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 512, 'a_nonzero': 3276, 'a_rows': 128, 'a_size': 65536, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats/vary_col/q_16/r_128_c_512_p_0.05_uniq_16.txt', 'size_n': 450000, 'xsmm_reference_avg': 494.544, 'xsmm_reference_best': 494.544, 'xsmm_reference_cpu_freq': 2.999917, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=12_avg': 619.5799999999999, 'M_BLOCKING=12_best': 619.5799999999999, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 613.52, 'M_BLOCKING=16_best': 613.52, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 605.881, 'M_BLOCKING=1_best': 605.881, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 598.315, 'M_BLOCKING=2_best': 598.315, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 617.275, 'M_BLOCKING=3_best': 617.275, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 635.731, 'M_BLOCKING=6_best': 635.731, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 1024, 'a_nonzero': 6553, 'a_rows': 128, 'a_size': 131072, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04999542236328125, 'mat_file': 'data/synth_mats/vary_col/q_16/r_128_c_1024_p_0.05_uniq_16.txt', 'size_n': 249984, 'xsmm_reference_avg': 586.431, 'xsmm_reference_best': 586.431, 'xsmm_reference_cpu_freq': 2.999958, 'xsmm_reference_kernel_type': 'sparse'}
{'M_BLOCKING=12_avg': 236.8, 'M_BLOCKING=12_best': 236.8, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 241.612, 'M_BLOCKING=16_best': 241.612, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 236.711, 'M_BLOCKING=1_best': 236.711, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 236.405, 'M_BLOCKING=2_best': 236.405, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 235.736, 'M_BLOCKING=3_best': 235.736, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 237.387, 'M_BLOCKING=6_best': 237.387, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 32, 'a_nonzero': 204, 'a_rows': 128, 'a_size': 4096, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0498046875, 'mat_file': 'data/synth_mats/vary_col/q_64/r_128_c_32_p_0.05_uniq_64.txt', 'size_n': 1800000, 'xsmm_reference_avg': 236.735, 'xsmm_reference_best': 236.735, 'xsmm_reference_cpu_freq': 2.999945, 'xsmm_reference_kernel_type': 'sparse'}
{'M_BLOCKING=12_avg': 358.451, 'M_BLOCKING=12_best': 358.451, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 354.239, 'M_BLOCKING=16_best': 354.239, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 355.728, 'M_BLOCKING=1_best': 355.728, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 355.58500000000004, 'M_BLOCKING=2_best': 355.58500000000004, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 356.063, 'M_BLOCKING=3_best': 356.063, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 356.041, 'M_BLOCKING=6_best': 356.041, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 64, 'a_nonzero': 409, 'a_rows': 128, 'a_size': 8192, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0499267578125, 'mat_file': 'data/synth_mats/vary_col/q_64/r_128_c_64_p_0.05_uniq_64.txt', 'size_n': 1500000, 'xsmm_reference_avg': 356.784, 'xsmm_reference_best': 356.784, 'xsmm_reference_cpu_freq': 2.999891, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=12_avg': 386.453, 'M_BLOCKING=12_best': 386.453, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 378.902, 'M_BLOCKING=16_best': 378.902, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 372.12, 'M_BLOCKING=1_best': 372.12, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 372.41999999999996, 'M_BLOCKING=2_best': 372.41999999999996, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 375.446, 'M_BLOCKING=3_best': 375.446, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 383.20399999999995, 'M_BLOCKING=6_best': 383.20399999999995, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats/vary_col/q_64/r_128_c_128_p_0.05_uniq_64.txt', 'size_n': 1124976, 'xsmm_reference_avg': 399.733, 'xsmm_reference_best': 399.733, 'xsmm_reference_cpu_freq': 2.999894, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=12_avg': 430.453, 'M_BLOCKING=12_best': 430.453, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 423.765, 'M_BLOCKING=16_best': 423.765, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 397.897, 'M_BLOCKING=1_best': 397.897, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 400.38800000000003, 'M_BLOCKING=2_best': 400.38800000000003, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 403.929, 'M_BLOCKING=3_best': 403.929, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 412.421, 'M_BLOCKING=6_best': 412.421, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 256, 'a_nonzero': 1638, 'a_rows': 128, 'a_size': 32768, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats/vary_col/q_64/r_128_c_256_p_0.05_uniq_64.txt', 'size_n': 750000, 'xsmm_reference_avg': 436.584, 'xsmm_reference_best': 436.584, 'xsmm_reference_cpu_freq': 2.999855, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=12_avg': 471.567, 'M_BLOCKING=12_best': 471.567, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 469.938, 'M_BLOCKING=16_best': 469.938, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 442.613, 'M_BLOCKING=1_best': 442.613, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 442.65200000000004, 'M_BLOCKING=2_best': 442.65200000000004, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 456.096, 'M_BLOCKING=3_best': 456.096, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 459.271, 'M_BLOCKING=6_best': 459.271, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 512, 'a_nonzero': 3276, 'a_rows': 128, 'a_size': 65536, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats/vary_col/q_64/r_128_c_512_p_0.05_uniq_64.txt', 'size_n': 450000, 'xsmm_reference_avg': 441.99199999999996, 'xsmm_reference_best': 441.99199999999996, 'xsmm_reference_cpu_freq': 2.999864, 'xsmm_reference_kernel_type': 'sparse'}
