{'N_BLOCKING=1_avg': 247.306, 'N_BLOCKING=1_best': 247.306, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 242.458, 'N_BLOCKING=2_best': 242.458, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 244.051, 'N_BLOCKING=3_best': 244.051, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 32, 'a_nonzero': 204, 'a_rows': 128, 'a_size': 4096, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0498046875, 'mat_file': 'data/synth_mats/vary_col/q_16/r_128_c_32_p_0.05_uniq_16.txt', 'size_n': 1800000, 'xsmm_reference_avg': 248.688, 'xsmm_reference_best': 248.688, 'xsmm_reference_cpu_freq': 2.999871, 'xsmm_reference_kernel_type': 'sparse'}
{'N_BLOCKING=1_avg': 356.023, 'N_BLOCKING=1_best': 356.023, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 368.71, 'N_BLOCKING=2_best': 368.71, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 355.40999999999997, 'N_BLOCKING=3_best': 355.40999999999997, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 64, 'a_nonzero': 409, 'a_rows': 128, 'a_size': 8192, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0499267578125, 'mat_file': 'data/synth_mats/vary_col/q_16/r_128_c_64_p_0.05_uniq_16.txt', 'size_n': 1500000, 'xsmm_reference_avg': 367.73800000000006, 'xsmm_reference_best': 367.73800000000006, 'xsmm_reference_cpu_freq': 2.999913, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 367.746, 'N_BLOCKING=1_best': 367.746, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 411.065, 'N_BLOCKING=2_best': 411.065, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 392.49699999999996, 'N_BLOCKING=3_best': 392.49699999999996, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats/vary_col/q_16/r_128_c_128_p_0.05_uniq_16.txt', 'size_n': 1124976, 'xsmm_reference_avg': 403.644, 'xsmm_reference_best': 403.644, 'xsmm_reference_cpu_freq': 2.999886, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 392.483, 'N_BLOCKING=1_best': 392.483, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 438.217, 'N_BLOCKING=2_best': 438.217, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 426.19500000000005, 'N_BLOCKING=3_best': 426.19500000000005, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 256, 'a_nonzero': 1638, 'a_rows': 128, 'a_size': 32768, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats/vary_col/q_16/r_128_c_256_p_0.05_uniq_16.txt', 'size_n': 750000, 'xsmm_reference_avg': 421.65200000000004, 'xsmm_reference_best': 421.65200000000004, 'xsmm_reference_cpu_freq': 2.999904, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 441.106, 'N_BLOCKING=1_best': 441.106, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 505.266, 'N_BLOCKING=2_best': 505.266, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 482.229, 'N_BLOCKING=3_best': 482.229, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 512, 'a_nonzero': 3276, 'a_rows': 128, 'a_size': 65536, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats/vary_col/q_16/r_128_c_512_p_0.05_uniq_16.txt', 'size_n': 450000, 'xsmm_reference_avg': 483.183, 'xsmm_reference_best': 483.183, 'xsmm_reference_cpu_freq': 2.999958, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 600.1, 'N_BLOCKING=1_best': 600.1, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 639.846, 'N_BLOCKING=2_best': 639.846, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 636.038, 'N_BLOCKING=3_best': 636.038, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 1024, 'a_nonzero': 6553, 'a_rows': 128, 'a_size': 131072, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04999542236328125, 'mat_file': 'data/synth_mats/vary_col/q_16/r_128_c_1024_p_0.05_uniq_16.txt', 'size_n': 249984, 'xsmm_reference_avg': 555.03, 'xsmm_reference_best': 555.03, 'xsmm_reference_cpu_freq': 2.999921, 'xsmm_reference_kernel_type': 'sparse'}
{'N_BLOCKING=1_avg': 235.143, 'N_BLOCKING=1_best': 235.143, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 231.052, 'N_BLOCKING=2_best': 231.052, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 232.964, 'N_BLOCKING=3_best': 232.964, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 32, 'a_nonzero': 204, 'a_rows': 128, 'a_size': 4096, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0498046875, 'mat_file': 'data/synth_mats/vary_col/q_64/r_128_c_32_p_0.05_uniq_64.txt', 'size_n': 1800000, 'xsmm_reference_avg': 231.996, 'xsmm_reference_best': 231.996, 'xsmm_reference_cpu_freq': 2.999907, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 353.026, 'N_BLOCKING=1_best': 353.026, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 359.83299999999997, 'N_BLOCKING=2_best': 359.83299999999997, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 349.316, 'N_BLOCKING=3_best': 349.316, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 64, 'a_nonzero': 409, 'a_rows': 128, 'a_size': 8192, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0499267578125, 'mat_file': 'data/synth_mats/vary_col/q_64/r_128_c_64_p_0.05_uniq_64.txt', 'size_n': 1500000, 'xsmm_reference_avg': 354.182, 'xsmm_reference_best': 354.182, 'xsmm_reference_cpu_freq': 2.999911, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 367.764, 'N_BLOCKING=1_best': 367.764, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 399.779, 'N_BLOCKING=2_best': 399.779, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 374.28, 'N_BLOCKING=3_best': 374.28, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats/vary_col/q_64/r_128_c_128_p_0.05_uniq_64.txt', 'size_n': 1124976, 'xsmm_reference_avg': 393.922, 'xsmm_reference_best': 393.922, 'xsmm_reference_cpu_freq': 2.999857, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 394.30899999999997, 'N_BLOCKING=1_best': 394.30899999999997, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 446.629, 'N_BLOCKING=2_best': 446.629, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 424.368, 'N_BLOCKING=3_best': 424.368, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 256, 'a_nonzero': 1638, 'a_rows': 128, 'a_size': 32768, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats/vary_col/q_64/r_128_c_256_p_0.05_uniq_64.txt', 'size_n': 750000, 'xsmm_reference_avg': 425.631, 'xsmm_reference_best': 425.631, 'xsmm_reference_cpu_freq': 2.999957, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 440.948, 'N_BLOCKING=1_best': 440.948, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 503.432, 'N_BLOCKING=2_best': 503.432, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 492.592, 'N_BLOCKING=3_best': 492.592, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 512, 'a_nonzero': 3276, 'a_rows': 128, 'a_size': 65536, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats/vary_col/q_64/r_128_c_512_p_0.05_uniq_64.txt', 'size_n': 450000, 'xsmm_reference_avg': 437.562, 'xsmm_reference_best': 437.562, 'xsmm_reference_cpu_freq': 2.999931, 'xsmm_reference_kernel_type': 'sparse'}
