{'N_BLOCKING=1_avg': 247.589, 'N_BLOCKING=1_best': 247.589, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 241.731, 'N_BLOCKING=2_best': 241.731, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 243.126, 'N_BLOCKING=3_best': 243.126, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 32, 'a_nonzero': 204, 'a_rows': 128, 'a_size': 4096, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0498046875, 'mat_file': 'data/synth_mats/vary_col/q_16/r_128_c_32_p_0.05_uniq_16.txt', 'size_n': 1800000, 'xsmm_reference_avg': 249.404, 'xsmm_reference_best': 249.404, 'xsmm_reference_cpu_freq': 2.999929, 'xsmm_reference_kernel_type': 'sparse'}
{'N_BLOCKING=1_avg': 355.15, 'N_BLOCKING=1_best': 355.15, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 368.582, 'N_BLOCKING=2_best': 368.582, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 353.22900000000004, 'N_BLOCKING=3_best': 353.22900000000004, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 64, 'a_nonzero': 409, 'a_rows': 128, 'a_size': 8192, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0499267578125, 'mat_file': 'data/synth_mats/vary_col/q_16/r_128_c_64_p_0.05_uniq_16.txt', 'size_n': 1500000, 'xsmm_reference_avg': 366.708, 'xsmm_reference_best': 366.708, 'xsmm_reference_cpu_freq': 2.999952, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 367.458, 'N_BLOCKING=1_best': 367.458, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 411.72, 'N_BLOCKING=2_best': 411.72, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 383.423, 'N_BLOCKING=3_best': 383.423, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats/vary_col/q_16/r_128_c_128_p_0.05_uniq_16.txt', 'size_n': 1124976, 'xsmm_reference_avg': 404.826, 'xsmm_reference_best': 404.826, 'xsmm_reference_cpu_freq': 2.999916, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 392.371, 'N_BLOCKING=1_best': 392.371, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 439.665, 'N_BLOCKING=2_best': 439.665, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 424.774, 'N_BLOCKING=3_best': 424.774, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 256, 'a_nonzero': 1638, 'a_rows': 128, 'a_size': 32768, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats/vary_col/q_16/r_128_c_256_p_0.05_uniq_16.txt', 'size_n': 750000, 'xsmm_reference_avg': 421.88800000000003, 'xsmm_reference_best': 421.88800000000003, 'xsmm_reference_cpu_freq': 2.99991, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 440.91999999999996, 'N_BLOCKING=1_best': 440.91999999999996, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 501.97, 'N_BLOCKING=2_best': 501.97, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 480.685, 'N_BLOCKING=3_best': 480.685, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 512, 'a_nonzero': 3276, 'a_rows': 128, 'a_size': 65536, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats/vary_col/q_16/r_128_c_512_p_0.05_uniq_16.txt', 'size_n': 450000, 'xsmm_reference_avg': 476.959, 'xsmm_reference_best': 476.959, 'xsmm_reference_cpu_freq': 2.999923, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 587.906, 'N_BLOCKING=1_best': 587.906, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 650.003, 'N_BLOCKING=2_best': 650.003, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 638.217, 'N_BLOCKING=3_best': 638.217, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 1024, 'a_nonzero': 6553, 'a_rows': 128, 'a_size': 131072, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04999542236328125, 'mat_file': 'data/synth_mats/vary_col/q_16/r_128_c_1024_p_0.05_uniq_16.txt', 'size_n': 249984, 'xsmm_reference_avg': 556.0070000000001, 'xsmm_reference_best': 556.0070000000001, 'xsmm_reference_cpu_freq': 2.999957, 'xsmm_reference_kernel_type': 'sparse'}
{'N_BLOCKING=1_avg': 235.06500000000005, 'N_BLOCKING=1_best': 235.06500000000005, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 230.677, 'N_BLOCKING=2_best': 230.677, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 232.913, 'N_BLOCKING=3_best': 232.913, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 32, 'a_nonzero': 204, 'a_rows': 128, 'a_size': 4096, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0498046875, 'mat_file': 'data/synth_mats/vary_col/q_64/r_128_c_32_p_0.05_uniq_64.txt', 'size_n': 1800000, 'xsmm_reference_avg': 232.052, 'xsmm_reference_best': 232.052, 'xsmm_reference_cpu_freq': 2.999906, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 352.701, 'N_BLOCKING=1_best': 352.701, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 361.967, 'N_BLOCKING=2_best': 361.967, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 348.826, 'N_BLOCKING=3_best': 348.826, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 64, 'a_nonzero': 409, 'a_rows': 128, 'a_size': 8192, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0499267578125, 'mat_file': 'data/synth_mats/vary_col/q_64/r_128_c_64_p_0.05_uniq_64.txt', 'size_n': 1500000, 'xsmm_reference_avg': 354.317, 'xsmm_reference_best': 354.317, 'xsmm_reference_cpu_freq': 2.999959, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 367.784, 'N_BLOCKING=1_best': 367.784, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 398.649, 'N_BLOCKING=2_best': 398.649, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 373.55, 'N_BLOCKING=3_best': 373.55, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats/vary_col/q_64/r_128_c_128_p_0.05_uniq_64.txt', 'size_n': 1124976, 'xsmm_reference_avg': 393.609, 'xsmm_reference_best': 393.609, 'xsmm_reference_cpu_freq': 2.999877, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 392.455, 'N_BLOCKING=1_best': 392.455, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 445.961, 'N_BLOCKING=2_best': 445.961, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 425.95, 'N_BLOCKING=3_best': 425.95, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 256, 'a_nonzero': 1638, 'a_rows': 128, 'a_size': 32768, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats/vary_col/q_64/r_128_c_256_p_0.05_uniq_64.txt', 'size_n': 750000, 'xsmm_reference_avg': 426.823, 'xsmm_reference_best': 426.823, 'xsmm_reference_cpu_freq': 2.999924, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 440.661, 'N_BLOCKING=1_best': 440.661, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 502.239, 'N_BLOCKING=2_best': 502.239, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 488.873, 'N_BLOCKING=3_best': 488.873, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 512, 'a_nonzero': 3276, 'a_rows': 128, 'a_size': 65536, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats/vary_col/q_64/r_128_c_512_p_0.05_uniq_64.txt', 'size_n': 450000, 'xsmm_reference_avg': 438.20899999999995, 'xsmm_reference_best': 438.20899999999995, 'xsmm_reference_cpu_freq': 2.999883, 'xsmm_reference_kernel_type': 'sparse'}
