{'N_BLOCKING=1_avg': 246.67700000000002, 'N_BLOCKING=1_best': 246.67700000000002, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 242.117, 'N_BLOCKING=2_best': 242.117, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 244.22299999999996, 'N_BLOCKING=3_best': 244.22299999999996, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 32, 'a_nonzero': 204, 'a_rows': 128, 'a_size': 4096, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0498046875, 'mat_file': 'data/synth_mats/vary_col/q_16/r_128_c_32_p_0.05_uniq_16.txt', 'size_n': 1800000, 'xsmm_reference_avg': 248.513, 'xsmm_reference_best': 248.513, 'xsmm_reference_cpu_freq': 2.999878, 'xsmm_reference_kernel_type': 'sparse'}
{'N_BLOCKING=1_avg': 355.121, 'N_BLOCKING=1_best': 355.121, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 368.4, 'N_BLOCKING=2_best': 368.4, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 353.001, 'N_BLOCKING=3_best': 353.001, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 64, 'a_nonzero': 409, 'a_rows': 128, 'a_size': 8192, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0499267578125, 'mat_file': 'data/synth_mats/vary_col/q_16/r_128_c_64_p_0.05_uniq_16.txt', 'size_n': 1500000, 'xsmm_reference_avg': 353.70500000000004, 'xsmm_reference_best': 353.70500000000004, 'xsmm_reference_cpu_freq': 2.999887, 'xsmm_reference_kernel_type': 'sparse'}
{'N_BLOCKING=1_avg': 367.646, 'N_BLOCKING=1_best': 367.646, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 412.16099999999994, 'N_BLOCKING=2_best': 412.16099999999994, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 385.695, 'N_BLOCKING=3_best': 385.695, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats/vary_col/q_16/r_128_c_128_p_0.05_uniq_16.txt', 'size_n': 1124976, 'xsmm_reference_avg': 401.481, 'xsmm_reference_best': 401.481, 'xsmm_reference_cpu_freq': 2.999829, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 392.25, 'N_BLOCKING=1_best': 392.25, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 435.97900000000004, 'N_BLOCKING=2_best': 435.97900000000004, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 424.87300000000005, 'N_BLOCKING=3_best': 424.87300000000005, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 256, 'a_nonzero': 1638, 'a_rows': 128, 'a_size': 32768, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats/vary_col/q_16/r_128_c_256_p_0.05_uniq_16.txt', 'size_n': 750000, 'xsmm_reference_avg': 420.86199999999997, 'xsmm_reference_best': 420.86199999999997, 'xsmm_reference_cpu_freq': 2.999903, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 440.65, 'N_BLOCKING=1_best': 440.65, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 503.28, 'N_BLOCKING=2_best': 503.28, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 481.476, 'N_BLOCKING=3_best': 481.476, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 512, 'a_nonzero': 3276, 'a_rows': 128, 'a_size': 65536, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats/vary_col/q_16/r_128_c_512_p_0.05_uniq_16.txt', 'size_n': 450000, 'xsmm_reference_avg': 478.64099999999996, 'xsmm_reference_best': 478.64099999999996, 'xsmm_reference_cpu_freq': 2.999898, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 593.104, 'N_BLOCKING=1_best': 593.104, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 644.183, 'N_BLOCKING=2_best': 644.183, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 634.004, 'N_BLOCKING=3_best': 634.004, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 1024, 'a_nonzero': 6553, 'a_rows': 128, 'a_size': 131072, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04999542236328125, 'mat_file': 'data/synth_mats/vary_col/q_16/r_128_c_1024_p_0.05_uniq_16.txt', 'size_n': 249984, 'xsmm_reference_avg': 561.32, 'xsmm_reference_best': 561.32, 'xsmm_reference_cpu_freq': 2.999908, 'xsmm_reference_kernel_type': 'sparse'}
{'N_BLOCKING=1_avg': 234.623, 'N_BLOCKING=1_best': 234.623, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 231.31, 'N_BLOCKING=2_best': 231.31, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 233.082, 'N_BLOCKING=3_best': 233.082, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 32, 'a_nonzero': 204, 'a_rows': 128, 'a_size': 4096, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0498046875, 'mat_file': 'data/synth_mats/vary_col/q_64/r_128_c_32_p_0.05_uniq_64.txt', 'size_n': 1800000, 'xsmm_reference_avg': 231.778, 'xsmm_reference_best': 231.778, 'xsmm_reference_cpu_freq': 2.999894, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 352.74, 'N_BLOCKING=1_best': 352.74, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 358.994, 'N_BLOCKING=2_best': 358.994, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 348.254, 'N_BLOCKING=3_best': 348.254, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 64, 'a_nonzero': 409, 'a_rows': 128, 'a_size': 8192, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0499267578125, 'mat_file': 'data/synth_mats/vary_col/q_64/r_128_c_64_p_0.05_uniq_64.txt', 'size_n': 1500000, 'xsmm_reference_avg': 353.934, 'xsmm_reference_best': 353.934, 'xsmm_reference_cpu_freq': 2.999957, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 367.66700000000003, 'N_BLOCKING=1_best': 367.66700000000003, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 399.31, 'N_BLOCKING=2_best': 399.31, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 371.355, 'N_BLOCKING=3_best': 371.355, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats/vary_col/q_64/r_128_c_128_p_0.05_uniq_64.txt', 'size_n': 1124976, 'xsmm_reference_avg': 393.222, 'xsmm_reference_best': 393.222, 'xsmm_reference_cpu_freq': 2.999881, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 393.46000000000004, 'N_BLOCKING=1_best': 393.46000000000004, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 447.42, 'N_BLOCKING=2_best': 447.42, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 425.479, 'N_BLOCKING=3_best': 425.479, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 256, 'a_nonzero': 1638, 'a_rows': 128, 'a_size': 32768, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats/vary_col/q_64/r_128_c_256_p_0.05_uniq_64.txt', 'size_n': 750000, 'xsmm_reference_avg': 427.315, 'xsmm_reference_best': 427.315, 'xsmm_reference_cpu_freq': 2.99993, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 440.756, 'N_BLOCKING=1_best': 440.756, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 503.562, 'N_BLOCKING=2_best': 503.562, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 489.549, 'N_BLOCKING=3_best': 489.549, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 512, 'a_nonzero': 3276, 'a_rows': 128, 'a_size': 65536, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats/vary_col/q_64/r_128_c_512_p_0.05_uniq_64.txt', 'size_n': 450000, 'xsmm_reference_avg': 434.88, 'xsmm_reference_best': 434.88, 'xsmm_reference_cpu_freq': 2.999929, 'xsmm_reference_kernel_type': 'sparse'}
