{'N_BLOCKING=1_avg': 246.808, 'N_BLOCKING=1_best': 246.808, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 242.145, 'N_BLOCKING=2_best': 242.145, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 243.49, 'N_BLOCKING=3_best': 243.49, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 32, 'a_nonzero': 204, 'a_rows': 128, 'a_size': 4096, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0498046875, 'mat_file': 'data/synth_mats/vary_col/q_16/r_128_c_32_p_0.05_uniq_16.txt', 'size_n': 1800000, 'xsmm_reference_avg': 248.833, 'xsmm_reference_best': 248.833, 'xsmm_reference_cpu_freq': 2.999933, 'xsmm_reference_kernel_type': 'sparse'}
{'N_BLOCKING=1_avg': 354.658, 'N_BLOCKING=1_best': 354.658, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 367.92, 'N_BLOCKING=2_best': 367.92, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 353.12199999999996, 'N_BLOCKING=3_best': 353.12199999999996, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 64, 'a_nonzero': 409, 'a_rows': 128, 'a_size': 8192, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0499267578125, 'mat_file': 'data/synth_mats/vary_col/q_16/r_128_c_64_p_0.05_uniq_16.txt', 'size_n': 1500000, 'xsmm_reference_avg': 352.47299999999996, 'xsmm_reference_best': 352.47299999999996, 'xsmm_reference_cpu_freq': 2.999923, 'xsmm_reference_kernel_type': 'sparse'}
{'N_BLOCKING=1_avg': 367.802, 'N_BLOCKING=1_best': 367.802, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 411.369, 'N_BLOCKING=2_best': 411.369, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 383.775, 'N_BLOCKING=3_best': 383.775, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats/vary_col/q_16/r_128_c_128_p_0.05_uniq_16.txt', 'size_n': 1124976, 'xsmm_reference_avg': 403.448, 'xsmm_reference_best': 403.448, 'xsmm_reference_cpu_freq': 2.999864, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 394.39, 'N_BLOCKING=1_best': 394.39, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 438.694, 'N_BLOCKING=2_best': 438.694, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 423.79100000000005, 'N_BLOCKING=3_best': 423.79100000000005, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 256, 'a_nonzero': 1638, 'a_rows': 128, 'a_size': 32768, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats/vary_col/q_16/r_128_c_256_p_0.05_uniq_16.txt', 'size_n': 750000, 'xsmm_reference_avg': 424.672, 'xsmm_reference_best': 424.672, 'xsmm_reference_cpu_freq': 2.999878, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 441.217, 'N_BLOCKING=1_best': 441.217, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 506.109, 'N_BLOCKING=2_best': 506.109, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 482.104, 'N_BLOCKING=3_best': 482.104, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 512, 'a_nonzero': 3276, 'a_rows': 128, 'a_size': 65536, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats/vary_col/q_16/r_128_c_512_p_0.05_uniq_16.txt', 'size_n': 450000, 'xsmm_reference_avg': 477.93899999999996, 'xsmm_reference_best': 477.93899999999996, 'xsmm_reference_cpu_freq': 2.999947, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 591.089, 'N_BLOCKING=1_best': 591.089, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 645.133, 'N_BLOCKING=2_best': 645.133, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 635.141, 'N_BLOCKING=3_best': 635.141, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 1024, 'a_nonzero': 6553, 'a_rows': 128, 'a_size': 131072, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04999542236328125, 'mat_file': 'data/synth_mats/vary_col/q_16/r_128_c_1024_p_0.05_uniq_16.txt', 'size_n': 249984, 'xsmm_reference_avg': 572.0799999999999, 'xsmm_reference_best': 572.0799999999999, 'xsmm_reference_cpu_freq': 2.999866, 'xsmm_reference_kernel_type': 'sparse'}
{'N_BLOCKING=1_avg': 235.595, 'N_BLOCKING=1_best': 235.595, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 231.334, 'N_BLOCKING=2_best': 231.334, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 231.62199999999996, 'N_BLOCKING=3_best': 231.62199999999996, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 32, 'a_nonzero': 204, 'a_rows': 128, 'a_size': 4096, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0498046875, 'mat_file': 'data/synth_mats/vary_col/q_64/r_128_c_32_p_0.05_uniq_64.txt', 'size_n': 1800000, 'xsmm_reference_avg': 232.302, 'xsmm_reference_best': 232.302, 'xsmm_reference_cpu_freq': 2.999881, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 351.945, 'N_BLOCKING=1_best': 351.945, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 359.932, 'N_BLOCKING=2_best': 359.932, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 348.888, 'N_BLOCKING=3_best': 348.888, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 64, 'a_nonzero': 409, 'a_rows': 128, 'a_size': 8192, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0499267578125, 'mat_file': 'data/synth_mats/vary_col/q_64/r_128_c_64_p_0.05_uniq_64.txt', 'size_n': 1500000, 'xsmm_reference_avg': 353.505, 'xsmm_reference_best': 353.505, 'xsmm_reference_cpu_freq': 2.999936, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 367.56, 'N_BLOCKING=1_best': 367.56, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 399.077, 'N_BLOCKING=2_best': 399.077, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 374.026, 'N_BLOCKING=3_best': 374.026, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats/vary_col/q_64/r_128_c_128_p_0.05_uniq_64.txt', 'size_n': 1124976, 'xsmm_reference_avg': 394.505, 'xsmm_reference_best': 394.505, 'xsmm_reference_cpu_freq': 2.99989, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 393.38699999999994, 'N_BLOCKING=1_best': 393.38699999999994, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 444.961, 'N_BLOCKING=2_best': 444.961, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 422.407, 'N_BLOCKING=3_best': 422.407, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 256, 'a_nonzero': 1638, 'a_rows': 128, 'a_size': 32768, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats/vary_col/q_64/r_128_c_256_p_0.05_uniq_64.txt', 'size_n': 750000, 'xsmm_reference_avg': 425.22, 'xsmm_reference_best': 425.22, 'xsmm_reference_cpu_freq': 2.999903, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 441.444, 'N_BLOCKING=1_best': 441.444, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 503.117, 'N_BLOCKING=2_best': 503.117, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 490.345, 'N_BLOCKING=3_best': 490.345, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 512, 'a_nonzero': 3276, 'a_rows': 128, 'a_size': 65536, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats/vary_col/q_64/r_128_c_512_p_0.05_uniq_64.txt', 'size_n': 450000, 'xsmm_reference_avg': 435.408, 'xsmm_reference_best': 435.408, 'xsmm_reference_cpu_freq': 2.999877, 'xsmm_reference_kernel_type': 'sparse'}
{'N_BLOCKING=1_avg': 588.164, 'N_BLOCKING=1_best': 588.164, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 647.0840000000001, 'N_BLOCKING=2_best': 647.0840000000001, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 627.3620000000001, 'N_BLOCKING=3_best': 627.3620000000001, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 1024, 'a_nonzero': 6553, 'a_rows': 128, 'a_size': 131072, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04999542236328125, 'mat_file': 'data/synth_mats/vary_col/q_64/r_128_c_1024_p_0.05_uniq_64.txt', 'size_n': 249984, 'xsmm_reference_avg': 3904.759, 'xsmm_reference_best': 3904.759, 'xsmm_reference_cpu_freq': 2.999878, 'xsmm_reference_kernel_type': 'dense'}
