{'N_BLOCKING=1_avg': 247.012, 'N_BLOCKING=1_best': 247.012, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 244.414, 'N_BLOCKING=2_best': 244.414, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 244.01, 'N_BLOCKING=3_best': 244.01, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 32, 'a_nonzero': 204, 'a_rows': 128, 'a_size': 4096, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0498046875, 'mat_file': 'data/synth_mats/vary_col/q_16/r_128_c_32_p_0.05_uniq_16.txt', 'size_n': 1800000, 'xsmm_reference_avg': 248.854, 'xsmm_reference_best': 248.854, 'xsmm_reference_cpu_freq': 2.999954, 'xsmm_reference_kernel_type': 'sparse'}
{'N_BLOCKING=1_avg': 354.60299999999995, 'N_BLOCKING=1_best': 354.60299999999995, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 367.935, 'N_BLOCKING=2_best': 367.935, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 354.953, 'N_BLOCKING=3_best': 354.953, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 64, 'a_nonzero': 409, 'a_rows': 128, 'a_size': 8192, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0499267578125, 'mat_file': 'data/synth_mats/vary_col/q_16/r_128_c_64_p_0.05_uniq_16.txt', 'size_n': 1500000, 'xsmm_reference_avg': 367.365, 'xsmm_reference_best': 367.365, 'xsmm_reference_cpu_freq': 2.999957, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 368.03, 'N_BLOCKING=1_best': 368.03, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 409.526, 'N_BLOCKING=2_best': 409.526, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 383.865, 'N_BLOCKING=3_best': 383.865, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats/vary_col/q_16/r_128_c_128_p_0.05_uniq_16.txt', 'size_n': 1124976, 'xsmm_reference_avg': 402.87800000000004, 'xsmm_reference_best': 402.87800000000004, 'xsmm_reference_cpu_freq': 2.99992, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 392.542, 'N_BLOCKING=1_best': 392.542, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 440.059, 'N_BLOCKING=2_best': 440.059, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 426.054, 'N_BLOCKING=3_best': 426.054, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 256, 'a_nonzero': 1638, 'a_rows': 128, 'a_size': 32768, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats/vary_col/q_16/r_128_c_256_p_0.05_uniq_16.txt', 'size_n': 750000, 'xsmm_reference_avg': 419.74300000000005, 'xsmm_reference_best': 419.74300000000005, 'xsmm_reference_cpu_freq': 2.99992, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 441.102, 'N_BLOCKING=1_best': 441.102, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 509.027, 'N_BLOCKING=2_best': 509.027, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 482.187, 'N_BLOCKING=3_best': 482.187, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 512, 'a_nonzero': 3276, 'a_rows': 128, 'a_size': 65536, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats/vary_col/q_16/r_128_c_512_p_0.05_uniq_16.txt', 'size_n': 450000, 'xsmm_reference_avg': 479.156, 'xsmm_reference_best': 479.156, 'xsmm_reference_cpu_freq': 2.9999, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 588.398, 'N_BLOCKING=1_best': 588.398, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 640.282, 'N_BLOCKING=2_best': 640.282, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 632.412, 'N_BLOCKING=3_best': 632.412, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 1024, 'a_nonzero': 6553, 'a_rows': 128, 'a_size': 131072, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04999542236328125, 'mat_file': 'data/synth_mats/vary_col/q_16/r_128_c_1024_p_0.05_uniq_16.txt', 'size_n': 249984, 'xsmm_reference_avg': 554.294, 'xsmm_reference_best': 554.294, 'xsmm_reference_cpu_freq': 2.999932, 'xsmm_reference_kernel_type': 'sparse'}
{'N_BLOCKING=1_avg': 236.481, 'N_BLOCKING=1_best': 236.481, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 230.575, 'N_BLOCKING=2_best': 230.575, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 233.05499999999995, 'N_BLOCKING=3_best': 233.05499999999995, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 32, 'a_nonzero': 204, 'a_rows': 128, 'a_size': 4096, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0498046875, 'mat_file': 'data/synth_mats/vary_col/q_64/r_128_c_32_p_0.05_uniq_64.txt', 'size_n': 1800000, 'xsmm_reference_avg': 231.935, 'xsmm_reference_best': 231.935, 'xsmm_reference_cpu_freq': 2.999959, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 352.617, 'N_BLOCKING=1_best': 352.617, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 360.298, 'N_BLOCKING=2_best': 360.298, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 350.757, 'N_BLOCKING=3_best': 350.757, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 64, 'a_nonzero': 409, 'a_rows': 128, 'a_size': 8192, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0499267578125, 'mat_file': 'data/synth_mats/vary_col/q_64/r_128_c_64_p_0.05_uniq_64.txt', 'size_n': 1500000, 'xsmm_reference_avg': 353.26, 'xsmm_reference_best': 353.26, 'xsmm_reference_cpu_freq': 2.999929, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 367.232, 'N_BLOCKING=1_best': 367.232, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 399.422, 'N_BLOCKING=2_best': 399.422, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 372.76, 'N_BLOCKING=3_best': 372.76, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats/vary_col/q_64/r_128_c_128_p_0.05_uniq_64.txt', 'size_n': 1124976, 'xsmm_reference_avg': 392.81, 'xsmm_reference_best': 392.81, 'xsmm_reference_cpu_freq': 2.99993, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 392.359, 'N_BLOCKING=1_best': 392.359, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 445.92600000000004, 'N_BLOCKING=2_best': 445.92600000000004, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 422.804, 'N_BLOCKING=3_best': 422.804, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 256, 'a_nonzero': 1638, 'a_rows': 128, 'a_size': 32768, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats/vary_col/q_64/r_128_c_256_p_0.05_uniq_64.txt', 'size_n': 750000, 'xsmm_reference_avg': 426.907, 'xsmm_reference_best': 426.907, 'xsmm_reference_cpu_freq': 2.999935, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 441.163, 'N_BLOCKING=1_best': 441.163, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 506.587, 'N_BLOCKING=2_best': 506.587, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 490.454, 'N_BLOCKING=3_best': 490.454, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 512, 'a_nonzero': 3276, 'a_rows': 128, 'a_size': 65536, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats/vary_col/q_64/r_128_c_512_p_0.05_uniq_64.txt', 'size_n': 450000, 'xsmm_reference_avg': 437.704, 'xsmm_reference_best': 437.704, 'xsmm_reference_cpu_freq': 2.99996, 'xsmm_reference_kernel_type': 'sparse'}
