{'N_BLOCKING=1_avg': 247.088, 'N_BLOCKING=1_best': 247.088, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 241.703, 'N_BLOCKING=2_best': 241.703, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 243.768, 'N_BLOCKING=3_best': 243.768, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 32, 'a_nonzero': 204, 'a_rows': 128, 'a_size': 4096, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0498046875, 'mat_file': 'data/synth_mats/vary_col/q_16/r_128_c_32_p_0.05_uniq_16.txt', 'size_n': 1800000, 'xsmm_reference_avg': 248.63599999999997, 'xsmm_reference_best': 248.63599999999997, 'xsmm_reference_cpu_freq': 2.999844, 'xsmm_reference_kernel_type': 'sparse'}
{'N_BLOCKING=1_avg': 354.942, 'N_BLOCKING=1_best': 354.942, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 368.252, 'N_BLOCKING=2_best': 368.252, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 354.883, 'N_BLOCKING=3_best': 354.883, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 64, 'a_nonzero': 409, 'a_rows': 128, 'a_size': 8192, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0499267578125, 'mat_file': 'data/synth_mats/vary_col/q_16/r_128_c_64_p_0.05_uniq_16.txt', 'size_n': 1500000, 'xsmm_reference_avg': 366.641, 'xsmm_reference_best': 366.641, 'xsmm_reference_cpu_freq': 2.999916, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 370.514, 'N_BLOCKING=1_best': 370.514, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 410.906, 'N_BLOCKING=2_best': 410.906, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 383.668, 'N_BLOCKING=3_best': 383.668, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats/vary_col/q_16/r_128_c_128_p_0.05_uniq_16.txt', 'size_n': 1124976, 'xsmm_reference_avg': 403.489, 'xsmm_reference_best': 403.489, 'xsmm_reference_cpu_freq': 2.999924, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 393.06600000000003, 'N_BLOCKING=1_best': 393.06600000000003, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 438.087, 'N_BLOCKING=2_best': 438.087, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 425.134, 'N_BLOCKING=3_best': 425.134, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 256, 'a_nonzero': 1638, 'a_rows': 128, 'a_size': 32768, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats/vary_col/q_16/r_128_c_256_p_0.05_uniq_16.txt', 'size_n': 750000, 'xsmm_reference_avg': 423.996, 'xsmm_reference_best': 423.996, 'xsmm_reference_cpu_freq': 2.999917, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 440.865, 'N_BLOCKING=1_best': 440.865, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 505.812, 'N_BLOCKING=2_best': 505.812, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 483.079, 'N_BLOCKING=3_best': 483.079, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 512, 'a_nonzero': 3276, 'a_rows': 128, 'a_size': 65536, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats/vary_col/q_16/r_128_c_512_p_0.05_uniq_16.txt', 'size_n': 450000, 'xsmm_reference_avg': 476.851, 'xsmm_reference_best': 476.851, 'xsmm_reference_cpu_freq': 2.999921, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 595.136, 'N_BLOCKING=1_best': 595.136, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 641.6379999999999, 'N_BLOCKING=2_best': 641.6379999999999, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 636.0609999999999, 'N_BLOCKING=3_best': 636.0609999999999, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 1024, 'a_nonzero': 6553, 'a_rows': 128, 'a_size': 131072, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04999542236328125, 'mat_file': 'data/synth_mats/vary_col/q_16/r_128_c_1024_p_0.05_uniq_16.txt', 'size_n': 249984, 'xsmm_reference_avg': 565.406, 'xsmm_reference_best': 565.406, 'xsmm_reference_cpu_freq': 2.999896, 'xsmm_reference_kernel_type': 'sparse'}
{'N_BLOCKING=1_avg': 234.996, 'N_BLOCKING=1_best': 234.996, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 231.201, 'N_BLOCKING=2_best': 231.201, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 232.532, 'N_BLOCKING=3_best': 232.532, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 32, 'a_nonzero': 204, 'a_rows': 128, 'a_size': 4096, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0498046875, 'mat_file': 'data/synth_mats/vary_col/q_64/r_128_c_32_p_0.05_uniq_64.txt', 'size_n': 1800000, 'xsmm_reference_avg': 236.1, 'xsmm_reference_best': 236.1, 'xsmm_reference_cpu_freq': 2.999875, 'xsmm_reference_kernel_type': 'sparse'}
{'N_BLOCKING=1_avg': 352.585, 'N_BLOCKING=1_best': 352.585, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 360.388, 'N_BLOCKING=2_best': 360.388, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 349.048, 'N_BLOCKING=3_best': 349.048, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 64, 'a_nonzero': 409, 'a_rows': 128, 'a_size': 8192, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0499267578125, 'mat_file': 'data/synth_mats/vary_col/q_64/r_128_c_64_p_0.05_uniq_64.txt', 'size_n': 1500000, 'xsmm_reference_avg': 351.02099999999996, 'xsmm_reference_best': 351.02099999999996, 'xsmm_reference_cpu_freq': 2.999879, 'xsmm_reference_kernel_type': 'sparse'}
{'N_BLOCKING=1_avg': 367.549, 'N_BLOCKING=1_best': 367.549, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 398.356, 'N_BLOCKING=2_best': 398.356, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 372.60699999999997, 'N_BLOCKING=3_best': 372.60699999999997, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats/vary_col/q_64/r_128_c_128_p_0.05_uniq_64.txt', 'size_n': 1124976, 'xsmm_reference_avg': 394.08500000000004, 'xsmm_reference_best': 394.08500000000004, 'xsmm_reference_cpu_freq': 2.999944, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 392.524, 'N_BLOCKING=1_best': 392.524, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 446.437, 'N_BLOCKING=2_best': 446.437, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 424.837, 'N_BLOCKING=3_best': 424.837, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 256, 'a_nonzero': 1638, 'a_rows': 128, 'a_size': 32768, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats/vary_col/q_64/r_128_c_256_p_0.05_uniq_64.txt', 'size_n': 750000, 'xsmm_reference_avg': 427.211, 'xsmm_reference_best': 427.211, 'xsmm_reference_cpu_freq': 2.999882, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 441.068, 'N_BLOCKING=1_best': 441.068, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 502.819, 'N_BLOCKING=2_best': 502.819, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 492.752, 'N_BLOCKING=3_best': 492.752, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 512, 'a_nonzero': 3276, 'a_rows': 128, 'a_size': 65536, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats/vary_col/q_64/r_128_c_512_p_0.05_uniq_64.txt', 'size_n': 450000, 'xsmm_reference_avg': 437.35699999999997, 'xsmm_reference_best': 437.35699999999997, 'xsmm_reference_cpu_freq': 2.999911, 'xsmm_reference_kernel_type': 'sparse'}
