{'N_BLOCKING=1_avg': 7.489333333333334, 'N_BLOCKING=1_best': 7.489333333333334, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 7.365266666666666, 'N_BLOCKING=2_best': 7.365266666666666, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 7.542599999999999, 'N_BLOCKING=3_best': 7.542599999999999, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 32, 'a_nonzero': 204, 'a_rows': 128, 'a_size': 4096, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0498046875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_32_p_0.05_uniq_16.txt', 'size_n': 57600, 'xsmm_reference_avg': 7.3393999999999995, 'xsmm_reference_best': 7.3393999999999995, 'xsmm_reference_cpu_freq': 2.999904, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 13.270066666666667, 'N_BLOCKING=1_best': 13.270066666666667, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 11.028833333333333, 'N_BLOCKING=2_best': 11.028833333333333, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 11.248466666666666, 'N_BLOCKING=3_best': 11.248466666666666, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 64, 'a_nonzero': 409, 'a_rows': 128, 'a_size': 8192, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0499267578125, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_64_p_0.05_uniq_16.txt', 'size_n': 57600, 'xsmm_reference_avg': 10.700099999999999, 'xsmm_reference_best': 10.700099999999999, 'xsmm_reference_cpu_freq': 2.999915, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 20.2804, 'N_BLOCKING=1_best': 20.2804, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 18.134933333333333, 'N_BLOCKING=2_best': 18.134933333333333, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 17.054066666666667, 'N_BLOCKING=3_best': 17.054066666666667, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_128_p_0.05_uniq_16.txt', 'size_n': 57600, 'xsmm_reference_avg': 17.80826666666667, 'xsmm_reference_best': 17.80826666666667, 'xsmm_reference_cpu_freq': 2.999889, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 33.307833333333335, 'N_BLOCKING=1_best': 33.307833333333335, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 34.71483333333333, 'N_BLOCKING=2_best': 34.71483333333333, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 32.118966666666665, 'N_BLOCKING=3_best': 32.118966666666665, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 256, 'a_nonzero': 1638, 'a_rows': 128, 'a_size': 32768, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_256_p_0.05_uniq_16.txt', 'size_n': 57600, 'xsmm_reference_avg': 33.751533333333334, 'xsmm_reference_best': 33.751533333333334, 'xsmm_reference_cpu_freq': 2.999921, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 84.56660000000001, 'N_BLOCKING=1_best': 84.56660000000001, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 83.56413333333333, 'N_BLOCKING=2_best': 83.56413333333333, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 79.65390000000001, 'N_BLOCKING=3_best': 79.65390000000001, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 512, 'a_nonzero': 3276, 'a_rows': 128, 'a_size': 65536, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_512_p_0.05_uniq_16.txt', 'size_n': 57600, 'xsmm_reference_avg': 74.72916666666667, 'xsmm_reference_best': 74.72916666666667, 'xsmm_reference_cpu_freq': 2.999912, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 224.54866666666666, 'N_BLOCKING=1_best': 224.54866666666666, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 227.92246666666668, 'N_BLOCKING=2_best': 227.92246666666668, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 220.3001, 'N_BLOCKING=3_best': 220.3001, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 1024, 'a_nonzero': 6553, 'a_rows': 128, 'a_size': 131072, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04999542236328125, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_1024_p_0.05_uniq_16.txt', 'size_n': 57600, 'xsmm_reference_avg': 183.51266666666666, 'xsmm_reference_best': 183.51266666666666, 'xsmm_reference_cpu_freq': 2.999909, 'xsmm_reference_kernel_type': 'sparse'}
{'N_BLOCKING=1_avg': 7.691533333333333, 'N_BLOCKING=1_best': 7.691533333333333, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 7.554266666666666, 'N_BLOCKING=2_best': 7.554266666666666, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 7.6582333333333334, 'N_BLOCKING=3_best': 7.6582333333333334, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 32, 'a_nonzero': 204, 'a_rows': 128, 'a_size': 4096, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0498046875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_32_p_0.05_uniq_64.txt', 'size_n': 57600, 'xsmm_reference_avg': 7.643966666666667, 'xsmm_reference_best': 7.643966666666667, 'xsmm_reference_cpu_freq': 2.99991, 'xsmm_reference_kernel_type': 'sparse'}
{'N_BLOCKING=1_avg': 12.635066666666667, 'N_BLOCKING=1_best': 12.635066666666667, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 10.573666666666668, 'N_BLOCKING=2_best': 10.573666666666668, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 10.715266666666668, 'N_BLOCKING=3_best': 10.715266666666668, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 64, 'a_nonzero': 409, 'a_rows': 128, 'a_size': 8192, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0499267578125, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_64_p_0.05_uniq_64.txt', 'size_n': 57600, 'xsmm_reference_avg': 10.329633333333334, 'xsmm_reference_best': 10.329633333333334, 'xsmm_reference_cpu_freq': 2.999903, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 20.255499999999998, 'N_BLOCKING=1_best': 20.255499999999998, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 18.176033333333333, 'N_BLOCKING=2_best': 18.176033333333333, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 16.652633333333334, 'N_BLOCKING=3_best': 16.652633333333334, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_128_p_0.05_uniq_64.txt', 'size_n': 57600, 'xsmm_reference_avg': 17.451933333333333, 'xsmm_reference_best': 17.451933333333333, 'xsmm_reference_cpu_freq': 2.999928, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 33.4101, 'N_BLOCKING=1_best': 33.4101, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 35.813700000000004, 'N_BLOCKING=2_best': 35.813700000000004, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 32.568799999999996, 'N_BLOCKING=3_best': 32.568799999999996, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 256, 'a_nonzero': 1638, 'a_rows': 128, 'a_size': 32768, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_256_p_0.05_uniq_64.txt', 'size_n': 57600, 'xsmm_reference_avg': 34.19536666666667, 'xsmm_reference_best': 34.19536666666667, 'xsmm_reference_cpu_freq': 2.999958, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 85.3566, 'N_BLOCKING=1_best': 85.3566, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 84.01289999999999, 'N_BLOCKING=2_best': 84.01289999999999, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 79.72553333333333, 'N_BLOCKING=3_best': 79.72553333333333, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 512, 'a_nonzero': 3276, 'a_rows': 128, 'a_size': 65536, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_512_p_0.05_uniq_64.txt', 'size_n': 57600, 'xsmm_reference_avg': 72.3859, 'xsmm_reference_best': 72.3859, 'xsmm_reference_cpu_freq': 2.999928, 'xsmm_reference_kernel_type': 'sparse'}
