{'N_BLOCKING=1_avg': 4.038133333333334, 'N_BLOCKING=1_best': 4.038133333333334, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 4.0586, 'N_BLOCKING=2_best': 4.0586, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 4.1098, 'N_BLOCKING=3_best': 4.1098, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 32, 'a_nonzero': 204, 'a_rows': 128, 'a_size': 4096, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0498046875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_32_p_0.05_uniq_16.txt', 'size_n': 33600, 'xsmm_reference_avg': 4.1870666666666665, 'xsmm_reference_best': 4.1870666666666665, 'xsmm_reference_cpu_freq': 2.999915, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 7.209900000000001, 'N_BLOCKING=1_best': 7.209900000000001, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 6.982166666666667, 'N_BLOCKING=2_best': 6.982166666666667, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 7.639866666666666, 'N_BLOCKING=3_best': 7.639866666666666, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 64, 'a_nonzero': 409, 'a_rows': 128, 'a_size': 8192, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0499267578125, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_64_p_0.05_uniq_16.txt', 'size_n': 33600, 'xsmm_reference_avg': 7.1714, 'xsmm_reference_best': 7.1714, 'xsmm_reference_cpu_freq': 2.999938, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 12.1639, 'N_BLOCKING=1_best': 12.1639, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 12.293733333333334, 'N_BLOCKING=2_best': 12.293733333333334, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 10.977133333333335, 'N_BLOCKING=3_best': 10.977133333333335, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_128_p_0.05_uniq_16.txt', 'size_n': 33600, 'xsmm_reference_avg': 11.108833333333333, 'xsmm_reference_best': 11.108833333333333, 'xsmm_reference_cpu_freq': 2.999916, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 22.237333333333332, 'N_BLOCKING=1_best': 22.237333333333332, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 18.1851, 'N_BLOCKING=2_best': 18.1851, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 18.43616666666667, 'N_BLOCKING=3_best': 18.43616666666667, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 256, 'a_nonzero': 1638, 'a_rows': 128, 'a_size': 32768, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_256_p_0.05_uniq_16.txt', 'size_n': 33600, 'xsmm_reference_avg': 19.228133333333336, 'xsmm_reference_best': 19.228133333333336, 'xsmm_reference_cpu_freq': 2.999915, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 40.95803333333333, 'N_BLOCKING=1_best': 40.95803333333333, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 36.33173333333333, 'N_BLOCKING=2_best': 36.33173333333333, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 35.21666666666667, 'N_BLOCKING=3_best': 35.21666666666667, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 512, 'a_nonzero': 3276, 'a_rows': 128, 'a_size': 65536, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_512_p_0.05_uniq_16.txt', 'size_n': 33600, 'xsmm_reference_avg': 37.582499999999996, 'xsmm_reference_best': 37.582499999999996, 'xsmm_reference_cpu_freq': 2.999868, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 82.69696666666667, 'N_BLOCKING=1_best': 82.69696666666667, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 74.6334, 'N_BLOCKING=2_best': 74.6334, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 73.6416, 'N_BLOCKING=3_best': 73.6416, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 1024, 'a_nonzero': 6553, 'a_rows': 128, 'a_size': 131072, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04999542236328125, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_1024_p_0.05_uniq_16.txt', 'size_n': 33600, 'xsmm_reference_avg': 66.33846666666666, 'xsmm_reference_best': 66.33846666666666, 'xsmm_reference_cpu_freq': 2.999863, 'xsmm_reference_kernel_type': 'sparse'}
{'N_BLOCKING=1_avg': 4.178533333333333, 'N_BLOCKING=1_best': 4.178533333333333, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 4.1902, 'N_BLOCKING=2_best': 4.1902, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 4.1878, 'N_BLOCKING=3_best': 4.1878, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 32, 'a_nonzero': 204, 'a_rows': 128, 'a_size': 4096, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0498046875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_32_p_0.05_uniq_64.txt', 'size_n': 33600, 'xsmm_reference_avg': 4.4278666666666675, 'xsmm_reference_best': 4.4278666666666675, 'xsmm_reference_cpu_freq': 2.999909, 'xsmm_reference_kernel_type': 'sparse'}
{'N_BLOCKING=1_avg': 7.6146666666666665, 'N_BLOCKING=1_best': 7.6146666666666665, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 6.9619333333333335, 'N_BLOCKING=2_best': 6.9619333333333335, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 6.9779, 'N_BLOCKING=3_best': 6.9779, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 64, 'a_nonzero': 409, 'a_rows': 128, 'a_size': 8192, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0499267578125, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_64_p_0.05_uniq_64.txt', 'size_n': 33600, 'xsmm_reference_avg': 6.3369333333333335, 'xsmm_reference_best': 6.3369333333333335, 'xsmm_reference_cpu_freq': 2.999861, 'xsmm_reference_kernel_type': 'sparse'}
{'N_BLOCKING=1_avg': 12.1249, 'N_BLOCKING=1_best': 12.1249, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 12.027166666666666, 'N_BLOCKING=2_best': 12.027166666666666, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 10.420600000000002, 'N_BLOCKING=3_best': 10.420600000000002, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_128_p_0.05_uniq_64.txt', 'size_n': 33600, 'xsmm_reference_avg': 10.888866666666669, 'xsmm_reference_best': 10.888866666666669, 'xsmm_reference_cpu_freq': 2.999906, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 22.561, 'N_BLOCKING=1_best': 22.561, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 19.3127, 'N_BLOCKING=2_best': 19.3127, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 19.108633333333334, 'N_BLOCKING=3_best': 19.108633333333334, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 256, 'a_nonzero': 1638, 'a_rows': 128, 'a_size': 32768, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_256_p_0.05_uniq_64.txt', 'size_n': 33600, 'xsmm_reference_avg': 19.445333333333334, 'xsmm_reference_best': 19.445333333333334, 'xsmm_reference_cpu_freq': 2.999911, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 41.41446666666666, 'N_BLOCKING=1_best': 41.41446666666666, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 37.0683, 'N_BLOCKING=2_best': 37.0683, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 36.0344, 'N_BLOCKING=3_best': 36.0344, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 512, 'a_nonzero': 3276, 'a_rows': 128, 'a_size': 65536, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_512_p_0.05_uniq_64.txt', 'size_n': 33600, 'xsmm_reference_avg': 34.11476666666667, 'xsmm_reference_best': 34.11476666666667, 'xsmm_reference_cpu_freq': 2.999813, 'xsmm_reference_kernel_type': 'sparse'}
