{'N_BLOCKING=1 M_BLOCKING=16_avg': 4.640233333333333, 'N_BLOCKING=1 M_BLOCKING=16_best': 4.640233333333333, 'N_BLOCKING=1 M_BLOCKING=16_kernel_type': 'dense', 'N_BLOCKING=1 M_BLOCKING=1_avg': 4.465233333333333, 'N_BLOCKING=1 M_BLOCKING=1_best': 4.465233333333333, 'N_BLOCKING=1 M_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2 M_BLOCKING=10_avg': 4.422799999999999, 'N_BLOCKING=2 M_BLOCKING=10_best': 4.422799999999999, 'N_BLOCKING=2 M_BLOCKING=10_kernel_type': 'dense', 'N_BLOCKING=3 M_BLOCKING=8_avg': 4.387533333333334, 'N_BLOCKING=3 M_BLOCKING=8_best': 4.387533333333334, 'N_BLOCKING=3 M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 32, 'a_nonzero': 204, 'a_rows': 128, 'a_size': 4096, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0498046875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_32_p_0.05_uniq_16.txt', 'size_n': 33600, 'xsmm_reference_avg': 4.329033333333333, 'xsmm_reference_best': 4.329033333333333, 'xsmm_reference_cpu_freq': 2.499951, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1 M_BLOCKING=16_avg': 6.856166666666665, 'N_BLOCKING=1 M_BLOCKING=16_best': 6.856166666666665, 'N_BLOCKING=1 M_BLOCKING=16_kernel_type': 'dense', 'N_BLOCKING=1 M_BLOCKING=1_avg': 6.6791, 'N_BLOCKING=1 M_BLOCKING=1_best': 6.6791, 'N_BLOCKING=1 M_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2 M_BLOCKING=10_avg': 7.018133333333334, 'N_BLOCKING=2 M_BLOCKING=10_best': 7.018133333333334, 'N_BLOCKING=2 M_BLOCKING=10_kernel_type': 'dense', 'N_BLOCKING=3 M_BLOCKING=8_avg': 7.8533333333333335, 'N_BLOCKING=3 M_BLOCKING=8_best': 7.8533333333333335, 'N_BLOCKING=3 M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 64, 'a_nonzero': 409, 'a_rows': 128, 'a_size': 8192, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0499267578125, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_64_p_0.05_uniq_16.txt', 'size_n': 33600, 'xsmm_reference_avg': 6.6201, 'xsmm_reference_best': 6.6201, 'xsmm_reference_cpu_freq': 2.499908, 'xsmm_reference_kernel_type': 'sparse'}
{'N_BLOCKING=1 M_BLOCKING=16_avg': 11.520766666666669, 'N_BLOCKING=1 M_BLOCKING=16_best': 11.520766666666669, 'N_BLOCKING=1 M_BLOCKING=16_kernel_type': 'dense', 'N_BLOCKING=1 M_BLOCKING=1_avg': 10.9828, 'N_BLOCKING=1 M_BLOCKING=1_best': 10.9828, 'N_BLOCKING=1 M_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2 M_BLOCKING=10_avg': 11.982466666666665, 'N_BLOCKING=2 M_BLOCKING=10_best': 11.982466666666665, 'N_BLOCKING=2 M_BLOCKING=10_kernel_type': 'dense', 'N_BLOCKING=3 M_BLOCKING=8_avg': 11.181833333333334, 'N_BLOCKING=3 M_BLOCKING=8_best': 11.181833333333334, 'N_BLOCKING=3 M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_128_p_0.05_uniq_16.txt', 'size_n': 33600, 'xsmm_reference_avg': 11.3551, 'xsmm_reference_best': 11.3551, 'xsmm_reference_cpu_freq': 2.499946, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1 M_BLOCKING=16_avg': 20.352133333333335, 'N_BLOCKING=1 M_BLOCKING=16_best': 20.352133333333335, 'N_BLOCKING=1 M_BLOCKING=16_kernel_type': 'dense', 'N_BLOCKING=1 M_BLOCKING=1_avg': 18.784399999999998, 'N_BLOCKING=1 M_BLOCKING=1_best': 18.784399999999998, 'N_BLOCKING=1 M_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2 M_BLOCKING=10_avg': 22.587866666666667, 'N_BLOCKING=2 M_BLOCKING=10_best': 22.587866666666667, 'N_BLOCKING=2 M_BLOCKING=10_kernel_type': 'dense', 'N_BLOCKING=3 M_BLOCKING=8_avg': 22.083066666666664, 'N_BLOCKING=3 M_BLOCKING=8_best': 22.083066666666664, 'N_BLOCKING=3 M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 256, 'a_nonzero': 1638, 'a_rows': 128, 'a_size': 32768, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_256_p_0.05_uniq_16.txt', 'size_n': 33600, 'xsmm_reference_avg': 19.52306666666667, 'xsmm_reference_best': 19.52306666666667, 'xsmm_reference_cpu_freq': 2.499904, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1 M_BLOCKING=16_avg': 37.578966666666666, 'N_BLOCKING=1 M_BLOCKING=16_best': 37.578966666666666, 'N_BLOCKING=1 M_BLOCKING=16_kernel_type': 'dense', 'N_BLOCKING=1 M_BLOCKING=1_avg': 36.47266666666667, 'N_BLOCKING=1 M_BLOCKING=1_best': 36.47266666666667, 'N_BLOCKING=1 M_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2 M_BLOCKING=10_avg': 45.1012, 'N_BLOCKING=2 M_BLOCKING=10_best': 45.1012, 'N_BLOCKING=2 M_BLOCKING=10_kernel_type': 'dense', 'N_BLOCKING=3 M_BLOCKING=8_avg': 42.200900000000004, 'N_BLOCKING=3 M_BLOCKING=8_best': 42.200900000000004, 'N_BLOCKING=3 M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 512, 'a_nonzero': 3276, 'a_rows': 128, 'a_size': 65536, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_512_p_0.05_uniq_16.txt', 'size_n': 33600, 'xsmm_reference_avg': 39.25393333333333, 'xsmm_reference_best': 39.25393333333333, 'xsmm_reference_cpu_freq': 2.499973, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1 M_BLOCKING=16_avg': 75.7035, 'N_BLOCKING=1 M_BLOCKING=16_best': 75.7035, 'N_BLOCKING=1 M_BLOCKING=16_kernel_type': 'dense', 'N_BLOCKING=1 M_BLOCKING=1_avg': 75.2497, 'N_BLOCKING=1 M_BLOCKING=1_best': 75.2497, 'N_BLOCKING=1 M_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2 M_BLOCKING=10_avg': 90.25163333333333, 'N_BLOCKING=2 M_BLOCKING=10_best': 90.25163333333333, 'N_BLOCKING=2 M_BLOCKING=10_kernel_type': 'dense', 'N_BLOCKING=3 M_BLOCKING=8_avg': 85.94846666666668, 'N_BLOCKING=3 M_BLOCKING=8_best': 85.94846666666668, 'N_BLOCKING=3 M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 1024, 'a_nonzero': 6553, 'a_rows': 128, 'a_size': 131072, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04999542236328125, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_1024_p_0.05_uniq_16.txt', 'size_n': 33600, 'xsmm_reference_avg': 72.76776666666666, 'xsmm_reference_best': 72.76776666666666, 'xsmm_reference_cpu_freq': 2.499969, 'xsmm_reference_kernel_type': 'sparse'}
{'N_BLOCKING=1 M_BLOCKING=16_avg': 4.7022666666666675, 'N_BLOCKING=1 M_BLOCKING=16_best': 4.7022666666666675, 'N_BLOCKING=1 M_BLOCKING=16_kernel_type': 'dense', 'N_BLOCKING=1 M_BLOCKING=1_avg': 4.563233333333333, 'N_BLOCKING=1 M_BLOCKING=1_best': 4.563233333333333, 'N_BLOCKING=1 M_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2 M_BLOCKING=10_avg': 4.5077, 'N_BLOCKING=2 M_BLOCKING=10_best': 4.5077, 'N_BLOCKING=2 M_BLOCKING=10_kernel_type': 'dense', 'N_BLOCKING=3 M_BLOCKING=8_avg': 4.485233333333334, 'N_BLOCKING=3 M_BLOCKING=8_best': 4.485233333333334, 'N_BLOCKING=3 M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 32, 'a_nonzero': 204, 'a_rows': 128, 'a_size': 4096, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0498046875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_32_p_0.05_uniq_64.txt', 'size_n': 33600, 'xsmm_reference_avg': 4.472466666666667, 'xsmm_reference_best': 4.472466666666667, 'xsmm_reference_cpu_freq': 2.499921, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1 M_BLOCKING=16_avg': 6.7702, 'N_BLOCKING=1 M_BLOCKING=16_best': 6.7702, 'N_BLOCKING=1 M_BLOCKING=16_kernel_type': 'dense', 'N_BLOCKING=1 M_BLOCKING=1_avg': 6.456033333333334, 'N_BLOCKING=1 M_BLOCKING=1_best': 6.456033333333334, 'N_BLOCKING=1 M_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2 M_BLOCKING=10_avg': 7.994933333333332, 'N_BLOCKING=2 M_BLOCKING=10_best': 7.994933333333332, 'N_BLOCKING=2 M_BLOCKING=10_kernel_type': 'dense', 'N_BLOCKING=3 M_BLOCKING=8_avg': 7.5226, 'N_BLOCKING=3 M_BLOCKING=8_best': 7.5226, 'N_BLOCKING=3 M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 64, 'a_nonzero': 409, 'a_rows': 128, 'a_size': 8192, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0499267578125, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_64_p_0.05_uniq_64.txt', 'size_n': 33600, 'xsmm_reference_avg': 6.5244333333333335, 'xsmm_reference_best': 6.5244333333333335, 'xsmm_reference_cpu_freq': 2.499943, 'xsmm_reference_kernel_type': 'sparse'}
{'N_BLOCKING=1 M_BLOCKING=16_avg': 11.364166666666668, 'N_BLOCKING=1 M_BLOCKING=16_best': 11.364166666666668, 'N_BLOCKING=1 M_BLOCKING=16_kernel_type': 'dense', 'N_BLOCKING=1 M_BLOCKING=1_avg': 11.9497, 'N_BLOCKING=1 M_BLOCKING=1_best': 11.9497, 'N_BLOCKING=1 M_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2 M_BLOCKING=10_avg': 12.119633333333335, 'N_BLOCKING=2 M_BLOCKING=10_best': 12.119633333333335, 'N_BLOCKING=2 M_BLOCKING=10_kernel_type': 'dense', 'N_BLOCKING=3 M_BLOCKING=8_avg': 11.312266666666666, 'N_BLOCKING=3 M_BLOCKING=8_best': 11.312266666666666, 'N_BLOCKING=3 M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_128_p_0.05_uniq_64.txt', 'size_n': 33600, 'xsmm_reference_avg': 10.75, 'xsmm_reference_best': 10.75, 'xsmm_reference_cpu_freq': 2.499901, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1 M_BLOCKING=16_avg': 20.020633333333333, 'N_BLOCKING=1 M_BLOCKING=16_best': 20.020633333333333, 'N_BLOCKING=1 M_BLOCKING=16_kernel_type': 'dense', 'N_BLOCKING=1 M_BLOCKING=1_avg': 18.71486666666667, 'N_BLOCKING=1 M_BLOCKING=1_best': 18.71486666666667, 'N_BLOCKING=1 M_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2 M_BLOCKING=10_avg': 22.88723333333333, 'N_BLOCKING=2 M_BLOCKING=10_best': 22.88723333333333, 'N_BLOCKING=2 M_BLOCKING=10_kernel_type': 'dense', 'N_BLOCKING=3 M_BLOCKING=8_avg': 21.545566666666666, 'N_BLOCKING=3 M_BLOCKING=8_best': 21.545566666666666, 'N_BLOCKING=3 M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 256, 'a_nonzero': 1638, 'a_rows': 128, 'a_size': 32768, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_256_p_0.05_uniq_64.txt', 'size_n': 33600, 'xsmm_reference_avg': 19.8059, 'xsmm_reference_best': 19.8059, 'xsmm_reference_cpu_freq': 2.49993, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1 M_BLOCKING=16_avg': 36.5519, 'N_BLOCKING=1 M_BLOCKING=16_best': 36.5519, 'N_BLOCKING=1 M_BLOCKING=16_kernel_type': 'dense', 'N_BLOCKING=1 M_BLOCKING=1_avg': 36.23416666666667, 'N_BLOCKING=1 M_BLOCKING=1_best': 36.23416666666667, 'N_BLOCKING=1 M_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2 M_BLOCKING=10_avg': 44.59466666666666, 'N_BLOCKING=2 M_BLOCKING=10_best': 44.59466666666666, 'N_BLOCKING=2 M_BLOCKING=10_kernel_type': 'dense', 'N_BLOCKING=3 M_BLOCKING=8_avg': 42.763466666666666, 'N_BLOCKING=3 M_BLOCKING=8_best': 42.763466666666666, 'N_BLOCKING=3 M_BLOCKING=8_kernel_type': 'dense', 'a_cols': 512, 'a_nonzero': 3276, 'a_rows': 128, 'a_size': 65536, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_512_p_0.05_uniq_64.txt', 'size_n': 33600, 'xsmm_reference_avg': 36.58573333333334, 'xsmm_reference_best': 36.58573333333334, 'xsmm_reference_cpu_freq': 2.499941, 'xsmm_reference_kernel_type': 'sparse'}
