{'N_BLOCKING=1_avg': 10.234633333333333, 'N_BLOCKING=1_best': 10.234633333333333, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 10.304966666666667, 'N_BLOCKING=2_best': 10.304966666666667, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 10.663133333333333, 'N_BLOCKING=3_best': 10.663133333333333, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 32, 'a_nonzero': 204, 'a_rows': 128, 'a_size': 4096, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0498046875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_32_p_0.05_uniq_16.txt', 'size_n': 81600, 'xsmm_reference_avg': 10.656733333333333, 'xsmm_reference_best': 10.656733333333333, 'xsmm_reference_cpu_freq': 2.49994, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 19.777333333333335, 'N_BLOCKING=1_best': 19.777333333333335, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 19.127233333333333, 'N_BLOCKING=2_best': 19.127233333333333, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 19.365099999999998, 'N_BLOCKING=3_best': 19.365099999999998, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 64, 'a_nonzero': 409, 'a_rows': 128, 'a_size': 8192, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0499267578125, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_64_p_0.05_uniq_16.txt', 'size_n': 81600, 'xsmm_reference_avg': 19.146400000000003, 'xsmm_reference_best': 19.146400000000003, 'xsmm_reference_cpu_freq': 2.499947, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 32.1829, 'N_BLOCKING=1_best': 32.1829, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 30.11413333333333, 'N_BLOCKING=2_best': 30.11413333333333, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 28.552833333333336, 'N_BLOCKING=3_best': 28.552833333333336, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_128_p_0.05_uniq_16.txt', 'size_n': 81600, 'xsmm_reference_avg': 30.01696666666667, 'xsmm_reference_best': 30.01696666666667, 'xsmm_reference_cpu_freq': 2.499984, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 59.10386666666667, 'N_BLOCKING=1_best': 59.10386666666667, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 47.94636666666667, 'N_BLOCKING=2_best': 47.94636666666667, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 47.71703333333333, 'N_BLOCKING=3_best': 47.71703333333333, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 256, 'a_nonzero': 1638, 'a_rows': 128, 'a_size': 32768, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_256_p_0.05_uniq_16.txt', 'size_n': 81600, 'xsmm_reference_avg': 49.77373333333333, 'xsmm_reference_best': 49.77373333333333, 'xsmm_reference_cpu_freq': 2.499889, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 106.02046666666666, 'N_BLOCKING=1_best': 106.02046666666666, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 93.53283333333334, 'N_BLOCKING=2_best': 93.53283333333334, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 90.9042, 'N_BLOCKING=3_best': 90.9042, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 512, 'a_nonzero': 3276, 'a_rows': 128, 'a_size': 65536, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_512_p_0.05_uniq_16.txt', 'size_n': 81600, 'xsmm_reference_avg': 97.0756, 'xsmm_reference_best': 97.0756, 'xsmm_reference_cpu_freq': 2.499902, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 212.42106666666666, 'N_BLOCKING=1_best': 212.42106666666666, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 188.94176666666667, 'N_BLOCKING=2_best': 188.94176666666667, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 184.73783333333333, 'N_BLOCKING=3_best': 184.73783333333333, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 1024, 'a_nonzero': 6553, 'a_rows': 128, 'a_size': 131072, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04999542236328125, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_1024_p_0.05_uniq_16.txt', 'size_n': 81600, 'xsmm_reference_avg': 174.90703333333335, 'xsmm_reference_best': 174.90703333333335, 'xsmm_reference_cpu_freq': 2.499917, 'xsmm_reference_kernel_type': 'sparse'}
{'N_BLOCKING=1_avg': 10.561466666666666, 'N_BLOCKING=1_best': 10.561466666666666, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 10.842133333333333, 'N_BLOCKING=2_best': 10.842133333333333, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 10.8026, 'N_BLOCKING=3_best': 10.8026, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 32, 'a_nonzero': 204, 'a_rows': 128, 'a_size': 4096, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0498046875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_32_p_0.05_uniq_64.txt', 'size_n': 81600, 'xsmm_reference_avg': 11.0329, 'xsmm_reference_best': 11.0329, 'xsmm_reference_cpu_freq': 2.499918, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 19.707966666666668, 'N_BLOCKING=1_best': 19.707966666666668, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 18.8598, 'N_BLOCKING=2_best': 18.8598, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 19.787, 'N_BLOCKING=3_best': 19.787, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 64, 'a_nonzero': 409, 'a_rows': 128, 'a_size': 8192, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0499267578125, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_64_p_0.05_uniq_64.txt', 'size_n': 81600, 'xsmm_reference_avg': 20.083833333333335, 'xsmm_reference_best': 20.083833333333335, 'xsmm_reference_cpu_freq': 2.499965, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 31.399600000000003, 'N_BLOCKING=1_best': 31.399600000000003, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 30.090533333333333, 'N_BLOCKING=2_best': 30.090533333333333, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 28.14753333333333, 'N_BLOCKING=3_best': 28.14753333333333, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_128_p_0.05_uniq_64.txt', 'size_n': 81600, 'xsmm_reference_avg': 29.3909, 'xsmm_reference_best': 29.3909, 'xsmm_reference_cpu_freq': 2.49999, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 59.60973333333333, 'N_BLOCKING=1_best': 59.60973333333333, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 49.10573333333333, 'N_BLOCKING=2_best': 49.10573333333333, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 49.05629999999999, 'N_BLOCKING=3_best': 49.05629999999999, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 256, 'a_nonzero': 1638, 'a_rows': 128, 'a_size': 32768, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_256_p_0.05_uniq_64.txt', 'size_n': 81600, 'xsmm_reference_avg': 51.06483333333333, 'xsmm_reference_best': 51.06483333333333, 'xsmm_reference_cpu_freq': 2.499946, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 106.20116666666667, 'N_BLOCKING=1_best': 106.20116666666667, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 94.23813333333334, 'N_BLOCKING=2_best': 94.23813333333334, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 91.63826666666667, 'N_BLOCKING=3_best': 91.63826666666667, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 512, 'a_nonzero': 3276, 'a_rows': 128, 'a_size': 65536, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_512_p_0.05_uniq_64.txt', 'size_n': 81600, 'xsmm_reference_avg': 89.8288, 'xsmm_reference_best': 89.8288, 'xsmm_reference_cpu_freq': 2.4999, 'xsmm_reference_kernel_type': 'sparse'}
