{'N_BLOCKING=1_avg': 7.264399999999999, 'N_BLOCKING=1_best': 7.264399999999999, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 7.422666666666665, 'N_BLOCKING=2_best': 7.422666666666665, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 7.507666666666666, 'N_BLOCKING=3_best': 7.507666666666666, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 32, 'a_nonzero': 204, 'a_rows': 128, 'a_size': 4096, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0498046875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_32_p_0.05_uniq_16.txt', 'size_n': 57600, 'xsmm_reference_avg': 7.749633333333334, 'xsmm_reference_best': 7.749633333333334, 'xsmm_reference_cpu_freq': 2.499986, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 14.640133333333331, 'N_BLOCKING=1_best': 14.640133333333331, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 13.156166666666667, 'N_BLOCKING=2_best': 13.156166666666667, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 11.012033333333333, 'N_BLOCKING=3_best': 11.012033333333333, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 64, 'a_nonzero': 409, 'a_rows': 128, 'a_size': 8192, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0499267578125, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_64_p_0.05_uniq_16.txt', 'size_n': 57600, 'xsmm_reference_avg': 11.519200000000001, 'xsmm_reference_best': 11.519200000000001, 'xsmm_reference_cpu_freq': 2.499951, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 21.998866666666668, 'N_BLOCKING=1_best': 21.998866666666668, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 21.291733333333333, 'N_BLOCKING=2_best': 21.291733333333333, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 18.799666666666667, 'N_BLOCKING=3_best': 18.799666666666667, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_128_p_0.05_uniq_16.txt', 'size_n': 57600, 'xsmm_reference_avg': 19.135066666666667, 'xsmm_reference_best': 19.135066666666667, 'xsmm_reference_cpu_freq': 2.499936, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 41.4727, 'N_BLOCKING=1_best': 41.4727, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 34.829033333333335, 'N_BLOCKING=2_best': 34.829033333333335, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 33.725766666666665, 'N_BLOCKING=3_best': 33.725766666666665, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 256, 'a_nonzero': 1638, 'a_rows': 128, 'a_size': 32768, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_256_p_0.05_uniq_16.txt', 'size_n': 57600, 'xsmm_reference_avg': 36.2915, 'xsmm_reference_best': 36.2915, 'xsmm_reference_cpu_freq': 2.5, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 89.40426666666667, 'N_BLOCKING=1_best': 89.40426666666667, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 80.02933333333334, 'N_BLOCKING=2_best': 80.02933333333334, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 78.05373333333334, 'N_BLOCKING=3_best': 78.05373333333334, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 512, 'a_nonzero': 3276, 'a_rows': 128, 'a_size': 65536, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_512_p_0.05_uniq_16.txt', 'size_n': 57600, 'xsmm_reference_avg': 78.22756666666668, 'xsmm_reference_best': 78.22756666666668, 'xsmm_reference_cpu_freq': 2.499935, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 191.23393333333334, 'N_BLOCKING=1_best': 191.23393333333334, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 206.38486666666668, 'N_BLOCKING=2_best': 206.38486666666668, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 212.22016666666664, 'N_BLOCKING=3_best': 212.22016666666664, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 1024, 'a_nonzero': 6553, 'a_rows': 128, 'a_size': 131072, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04999542236328125, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_1024_p_0.05_uniq_16.txt', 'size_n': 57600, 'xsmm_reference_avg': 198.82583333333332, 'xsmm_reference_best': 198.82583333333332, 'xsmm_reference_cpu_freq': 2.49997, 'xsmm_reference_kernel_type': 'sparse'}
{'N_BLOCKING=1_avg': 7.454666666666666, 'N_BLOCKING=1_best': 7.454666666666666, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 7.6323, 'N_BLOCKING=2_best': 7.6323, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 7.683233333333334, 'N_BLOCKING=3_best': 7.683233333333334, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 32, 'a_nonzero': 204, 'a_rows': 128, 'a_size': 4096, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0498046875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_32_p_0.05_uniq_64.txt', 'size_n': 57600, 'xsmm_reference_avg': 7.9466, 'xsmm_reference_best': 7.9466, 'xsmm_reference_cpu_freq': 2.499922, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 13.578266666666668, 'N_BLOCKING=1_best': 13.578266666666668, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 13.126166666666666, 'N_BLOCKING=2_best': 13.126166666666666, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 10.881866666666667, 'N_BLOCKING=3_best': 10.881866666666667, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 64, 'a_nonzero': 409, 'a_rows': 128, 'a_size': 8192, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0499267578125, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_64_p_0.05_uniq_64.txt', 'size_n': 57600, 'xsmm_reference_avg': 11.063600000000001, 'xsmm_reference_best': 11.063600000000001, 'xsmm_reference_cpu_freq': 2.499925, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 22.904533333333333, 'N_BLOCKING=1_best': 22.904533333333333, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 20.4899, 'N_BLOCKING=2_best': 20.4899, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 17.71003333333333, 'N_BLOCKING=3_best': 17.71003333333333, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_128_p_0.05_uniq_64.txt', 'size_n': 57600, 'xsmm_reference_avg': 18.783, 'xsmm_reference_best': 18.783, 'xsmm_reference_cpu_freq': 2.499951, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 43.088433333333334, 'N_BLOCKING=1_best': 43.088433333333334, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 35.379533333333335, 'N_BLOCKING=2_best': 35.379533333333335, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 34.512233333333334, 'N_BLOCKING=3_best': 34.512233333333334, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 256, 'a_nonzero': 1638, 'a_rows': 128, 'a_size': 32768, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_256_p_0.05_uniq_64.txt', 'size_n': 57600, 'xsmm_reference_avg': 36.428700000000006, 'xsmm_reference_best': 36.428700000000006, 'xsmm_reference_cpu_freq': 2.499895, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 88.141, 'N_BLOCKING=1_best': 88.141, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 79.8582, 'N_BLOCKING=2_best': 79.8582, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 77.95293333333332, 'N_BLOCKING=3_best': 77.95293333333332, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 512, 'a_nonzero': 3276, 'a_rows': 128, 'a_size': 65536, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_512_p_0.05_uniq_64.txt', 'size_n': 57600, 'xsmm_reference_avg': 75.61226666666667, 'xsmm_reference_best': 75.61226666666667, 'xsmm_reference_cpu_freq': 2.499969, 'xsmm_reference_kernel_type': 'sparse'}
