{'N_BLOCKING=1_avg': 13.398200000000001, 'N_BLOCKING=1_best': 13.398200000000001, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 13.4698, 'N_BLOCKING=2_best': 13.4698, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 13.695, 'N_BLOCKING=3_best': 13.695, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 32, 'a_nonzero': 204, 'a_rows': 128, 'a_size': 4096, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0498046875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_32_p_0.05_uniq_16.txt', 'size_n': 105600, 'xsmm_reference_avg': 13.9128, 'xsmm_reference_best': 13.9128, 'xsmm_reference_cpu_freq': 2.500005, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 27.289266666666666, 'N_BLOCKING=1_best': 27.289266666666666, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 25.9628, 'N_BLOCKING=2_best': 25.9628, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 25.7396, 'N_BLOCKING=3_best': 25.7396, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 64, 'a_nonzero': 409, 'a_rows': 128, 'a_size': 8192, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0499267578125, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_64_p_0.05_uniq_16.txt', 'size_n': 105600, 'xsmm_reference_avg': 21.011666666666667, 'xsmm_reference_best': 21.011666666666667, 'xsmm_reference_cpu_freq': 2.499934, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 42.38166666666667, 'N_BLOCKING=1_best': 42.38166666666667, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 39.4692, 'N_BLOCKING=2_best': 39.4692, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 36.3645, 'N_BLOCKING=3_best': 36.3645, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_128_p_0.05_uniq_16.txt', 'size_n': 105600, 'xsmm_reference_avg': 37.5706, 'xsmm_reference_best': 37.5706, 'xsmm_reference_cpu_freq': 2.499987, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 76.9911, 'N_BLOCKING=1_best': 76.9911, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 63.351366666666664, 'N_BLOCKING=2_best': 63.351366666666664, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 61.6903, 'N_BLOCKING=3_best': 61.6903, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 256, 'a_nonzero': 1638, 'a_rows': 128, 'a_size': 32768, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_256_p_0.05_uniq_16.txt', 'size_n': 105600, 'xsmm_reference_avg': 64.7927, 'xsmm_reference_best': 64.7927, 'xsmm_reference_cpu_freq': 2.499983, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 138.56163333333333, 'N_BLOCKING=1_best': 138.56163333333333, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 122.17753333333333, 'N_BLOCKING=2_best': 122.17753333333333, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 119.8802, 'N_BLOCKING=3_best': 119.8802, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 512, 'a_nonzero': 3276, 'a_rows': 128, 'a_size': 65536, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_512_p_0.05_uniq_16.txt', 'size_n': 105600, 'xsmm_reference_avg': 127.17196666666668, 'xsmm_reference_best': 127.17196666666668, 'xsmm_reference_cpu_freq': 2.499961, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 315.5838, 'N_BLOCKING=1_best': 315.5838, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 285.3034, 'N_BLOCKING=2_best': 285.3034, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 277.1590666666667, 'N_BLOCKING=3_best': 277.1590666666667, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 1024, 'a_nonzero': 6553, 'a_rows': 128, 'a_size': 131072, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04999542236328125, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_1024_p_0.05_uniq_16.txt', 'size_n': 105600, 'xsmm_reference_avg': 255.63196666666667, 'xsmm_reference_best': 255.63196666666667, 'xsmm_reference_cpu_freq': 2.499917, 'xsmm_reference_kernel_type': 'sparse'}
{'N_BLOCKING=1_avg': 13.7805, 'N_BLOCKING=1_best': 13.7805, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 13.789366666666668, 'N_BLOCKING=2_best': 13.789366666666668, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 14.171633333333334, 'N_BLOCKING=3_best': 14.171633333333334, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 32, 'a_nonzero': 204, 'a_rows': 128, 'a_size': 4096, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0498046875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_32_p_0.05_uniq_64.txt', 'size_n': 105600, 'xsmm_reference_avg': 14.353933333333336, 'xsmm_reference_best': 14.353933333333336, 'xsmm_reference_cpu_freq': 2.499951, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 27.1346, 'N_BLOCKING=1_best': 27.1346, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 26.34593333333333, 'N_BLOCKING=2_best': 26.34593333333333, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 25.268933333333333, 'N_BLOCKING=3_best': 25.268933333333333, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 64, 'a_nonzero': 409, 'a_rows': 128, 'a_size': 8192, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0499267578125, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_64_p_0.05_uniq_64.txt', 'size_n': 105600, 'xsmm_reference_avg': 20.178800000000003, 'xsmm_reference_best': 20.178800000000003, 'xsmm_reference_cpu_freq': 2.49992, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 41.06243333333334, 'N_BLOCKING=1_best': 41.06243333333334, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 38.8586, 'N_BLOCKING=2_best': 38.8586, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 34.96256666666667, 'N_BLOCKING=3_best': 34.96256666666667, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_128_p_0.05_uniq_64.txt', 'size_n': 105600, 'xsmm_reference_avg': 36.232099999999996, 'xsmm_reference_best': 36.232099999999996, 'xsmm_reference_cpu_freq': 2.499956, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 77.5334, 'N_BLOCKING=1_best': 77.5334, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 64.42993333333332, 'N_BLOCKING=2_best': 64.42993333333332, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 63.4076, 'N_BLOCKING=3_best': 63.4076, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 256, 'a_nonzero': 1638, 'a_rows': 128, 'a_size': 32768, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_256_p_0.05_uniq_64.txt', 'size_n': 105600, 'xsmm_reference_avg': 66.66193333333334, 'xsmm_reference_best': 66.66193333333334, 'xsmm_reference_cpu_freq': 2.499971, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 137.54576666666665, 'N_BLOCKING=1_best': 137.54576666666665, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 124.09436666666667, 'N_BLOCKING=2_best': 124.09436666666667, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 120.8361, 'N_BLOCKING=3_best': 120.8361, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 512, 'a_nonzero': 3276, 'a_rows': 128, 'a_size': 65536, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_512_p_0.05_uniq_64.txt', 'size_n': 105600, 'xsmm_reference_avg': 117.45790000000001, 'xsmm_reference_best': 117.45790000000001, 'xsmm_reference_cpu_freq': 2.499879, 'xsmm_reference_kernel_type': 'sparse'}
