{'K_BLOCKING=0_avg': 3.0093, 'K_BLOCKING=0_best': 3.0093, 'K_BLOCKING=0_kernel_type': 'dense', 'K_BLOCKING=128_avg': 2.9972000000000003, 'K_BLOCKING=128_best': 2.9972000000000003, 'K_BLOCKING=128_kernel_type': 'dense', 'K_BLOCKING=192_avg': 3.0008, 'K_BLOCKING=192_best': 3.0008, 'K_BLOCKING=192_kernel_type': 'dense', 'K_BLOCKING=256_avg': 3.0027, 'K_BLOCKING=256_best': 3.0027, 'K_BLOCKING=256_kernel_type': 'dense', 'K_BLOCKING=32_avg': 3.0124, 'K_BLOCKING=32_best': 3.0124, 'K_BLOCKING=32_kernel_type': 'dense', 'K_BLOCKING=384_avg': 3.0199000000000003, 'K_BLOCKING=384_best': 3.0199000000000003, 'K_BLOCKING=384_kernel_type': 'dense', 'K_BLOCKING=512_avg': 3.0419, 'K_BLOCKING=512_best': 3.0419, 'K_BLOCKING=512_kernel_type': 'dense', 'K_BLOCKING=64_avg': 3.0306, 'K_BLOCKING=64_best': 3.0306, 'K_BLOCKING=64_kernel_type': 'dense', 'K_BLOCKING=96_avg': 3.0033000000000003, 'K_BLOCKING=96_best': 3.0033000000000003, 'K_BLOCKING=96_kernel_type': 'dense', 'a_cols': 8, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 192, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m0.txt', 'size_n': 105600, 'xsmm_reference_avg': 3.0207, 'xsmm_reference_best': 3.0207, 'xsmm_reference_cpu_freq': 2.999934, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'K_BLOCKING=0_avg': 1.5932, 'K_BLOCKING=0_best': 1.5932, 'K_BLOCKING=0_kernel_type': 'dense', 'K_BLOCKING=128_avg': 1.7026, 'K_BLOCKING=128_best': 1.7026, 'K_BLOCKING=128_kernel_type': 'dense', 'K_BLOCKING=192_avg': 1.6387, 'K_BLOCKING=192_best': 1.6387, 'K_BLOCKING=192_kernel_type': 'dense', 'K_BLOCKING=256_avg': 1.6606999999999998, 'K_BLOCKING=256_best': 1.6606999999999998, 'K_BLOCKING=256_kernel_type': 'dense', 'K_BLOCKING=32_avg': 1.7083, 'K_BLOCKING=32_best': 1.7083, 'K_BLOCKING=32_kernel_type': 'dense', 'K_BLOCKING=384_avg': 1.7696999999999998, 'K_BLOCKING=384_best': 1.7696999999999998, 'K_BLOCKING=384_kernel_type': 'dense', 'K_BLOCKING=512_avg': 1.7688, 'K_BLOCKING=512_best': 1.7688, 'K_BLOCKING=512_kernel_type': 'dense', 'K_BLOCKING=64_avg': 1.7223, 'K_BLOCKING=64_best': 1.7223, 'K_BLOCKING=64_kernel_type': 'dense', 'K_BLOCKING=96_avg': 1.7106000000000001, 'K_BLOCKING=96_best': 1.7106000000000001, 'K_BLOCKING=96_kernel_type': 'dense', 'a_cols': 24, 'a_nonzero': 48, 'a_rows': 8, 'a_size': 192, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m3.txt', 'size_n': 105600, 'xsmm_reference_avg': 1.6609000000000003, 'xsmm_reference_best': 1.6609000000000003, 'xsmm_reference_cpu_freq': 2.999927, 'xsmm_reference_kernel_type': 'sparse'}
{'K_BLOCKING=0_avg': 3.3625999999999996, 'K_BLOCKING=0_best': 3.3625999999999996, 'K_BLOCKING=0_kernel_type': 'dense', 'K_BLOCKING=128_avg': 3.3875, 'K_BLOCKING=128_best': 3.3875, 'K_BLOCKING=128_kernel_type': 'dense', 'K_BLOCKING=192_avg': 3.4832, 'K_BLOCKING=192_best': 3.4832, 'K_BLOCKING=192_kernel_type': 'dense', 'K_BLOCKING=256_avg': 3.4643, 'K_BLOCKING=256_best': 3.4643, 'K_BLOCKING=256_kernel_type': 'dense', 'K_BLOCKING=32_avg': 3.357, 'K_BLOCKING=32_best': 3.357, 'K_BLOCKING=32_kernel_type': 'dense', 'K_BLOCKING=384_avg': 3.4201, 'K_BLOCKING=384_best': 3.4201, 'K_BLOCKING=384_kernel_type': 'dense', 'K_BLOCKING=512_avg': 3.4244999999999997, 'K_BLOCKING=512_best': 3.4244999999999997, 'K_BLOCKING=512_kernel_type': 'dense', 'K_BLOCKING=64_avg': 3.3867, 'K_BLOCKING=64_best': 3.3867, 'K_BLOCKING=64_kernel_type': 'dense', 'K_BLOCKING=96_avg': 3.3814, 'K_BLOCKING=96_best': 3.3814, 'K_BLOCKING=96_kernel_type': 'dense', 'a_cols': 24, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 576, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.08333333333333333, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m6.txt', 'size_n': 105600, 'xsmm_reference_avg': 3.2659999999999996, 'xsmm_reference_best': 3.2659999999999996, 'xsmm_reference_cpu_freq': 2.999924, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'K_BLOCKING=0_avg': 1.7077999999999975, 'K_BLOCKING=0_best': 1.7077999999999975, 'K_BLOCKING=0_kernel_type': 'dense', 'K_BLOCKING=128_avg': 1.6282, 'K_BLOCKING=128_best': 1.6282, 'K_BLOCKING=128_kernel_type': 'dense', 'K_BLOCKING=192_avg': 1.6061, 'K_BLOCKING=192_best': 1.6061, 'K_BLOCKING=192_kernel_type': 'dense', 'K_BLOCKING=256_avg': 1.5611000000000002, 'K_BLOCKING=256_best': 1.5611000000000002, 'K_BLOCKING=256_kernel_type': 'dense', 'K_BLOCKING=32_avg': 1.7831, 'K_BLOCKING=32_best': 1.7831, 'K_BLOCKING=32_kernel_type': 'dense', 'K_BLOCKING=384_avg': 1.5958, 'K_BLOCKING=384_best': 1.5958, 'K_BLOCKING=384_kernel_type': 'dense', 'K_BLOCKING=512_avg': 1.7357, 'K_BLOCKING=512_best': 1.7357, 'K_BLOCKING=512_kernel_type': 'dense', 'K_BLOCKING=64_avg': 1.8043, 'K_BLOCKING=64_best': 1.8043, 'K_BLOCKING=64_kernel_type': 'dense', 'K_BLOCKING=96_avg': 1.6656, 'K_BLOCKING=96_best': 1.6656, 'K_BLOCKING=96_kernel_type': 'dense', 'a_cols': 24, 'a_nonzero': 48, 'a_rows': 8, 'a_size': 192, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m132.txt', 'size_n': 105600, 'xsmm_reference_avg': 1.6187, 'xsmm_reference_best': 1.6187, 'xsmm_reference_cpu_freq': 2.999878, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'K_BLOCKING=0_avg': 2.9867999999999997, 'K_BLOCKING=0_best': 2.9867999999999997, 'K_BLOCKING=0_kernel_type': 'dense', 'K_BLOCKING=128_avg': 2.9882, 'K_BLOCKING=128_best': 2.9882, 'K_BLOCKING=128_kernel_type': 'dense', 'K_BLOCKING=192_avg': 2.9879000000000002, 'K_BLOCKING=192_best': 2.9879000000000002, 'K_BLOCKING=192_kernel_type': 'dense', 'K_BLOCKING=256_avg': 3.0159, 'K_BLOCKING=256_best': 3.0159, 'K_BLOCKING=256_kernel_type': 'dense', 'K_BLOCKING=32_avg': 3.0024, 'K_BLOCKING=32_best': 3.0024, 'K_BLOCKING=32_kernel_type': 'dense', 'K_BLOCKING=384_avg': 2.9847999999999955, 'K_BLOCKING=384_best': 2.9847999999999955, 'K_BLOCKING=384_kernel_type': 'dense', 'K_BLOCKING=512_avg': 2.9872, 'K_BLOCKING=512_best': 2.9872, 'K_BLOCKING=512_kernel_type': 'dense', 'K_BLOCKING=64_avg': 2.9983, 'K_BLOCKING=64_best': 2.9983, 'K_BLOCKING=64_kernel_type': 'dense', 'K_BLOCKING=96_avg': 2.9888000000000003, 'K_BLOCKING=96_best': 2.9888000000000003, 'K_BLOCKING=96_kernel_type': 'dense', 'a_cols': 8, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 192, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m460.txt', 'size_n': 105600, 'xsmm_reference_avg': 3.0168, 'xsmm_reference_best': 3.0168, 'xsmm_reference_cpu_freq': 2.999911, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'K_BLOCKING=0_avg': 7.0158000000000005, 'K_BLOCKING=0_best': 7.0158000000000005, 'K_BLOCKING=0_kernel_type': 'dense', 'K_BLOCKING=128_avg': 6.971299999999999, 'K_BLOCKING=128_best': 6.971299999999999, 'K_BLOCKING=128_kernel_type': 'dense', 'K_BLOCKING=192_avg': 6.916700000000003, 'K_BLOCKING=192_best': 6.916700000000003, 'K_BLOCKING=192_kernel_type': 'dense', 'K_BLOCKING=256_avg': 7.0039, 'K_BLOCKING=256_best': 7.0039, 'K_BLOCKING=256_kernel_type': 'dense', 'K_BLOCKING=32_avg': 6.959300000000001, 'K_BLOCKING=32_best': 6.959300000000001, 'K_BLOCKING=32_kernel_type': 'dense', 'K_BLOCKING=384_avg': 6.9986999999999995, 'K_BLOCKING=384_best': 6.9986999999999995, 'K_BLOCKING=384_kernel_type': 'dense', 'K_BLOCKING=512_avg': 7.0294, 'K_BLOCKING=512_best': 7.0294, 'K_BLOCKING=512_kernel_type': 'dense', 'K_BLOCKING=64_avg': 6.973699999999999, 'K_BLOCKING=64_best': 6.973699999999999, 'K_BLOCKING=64_kernel_type': 'dense', 'K_BLOCKING=96_avg': 6.9581, 'K_BLOCKING=96_best': 6.9581, 'K_BLOCKING=96_kernel_type': 'dense', 'a_cols': 27, 'a_nonzero': 54, 'a_rows': 54, 'a_size': 1458, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'density': 0.037037037037037035, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m0.txt', 'size_n': 105600, 'xsmm_reference_avg': 6.9292, 'xsmm_reference_best': 6.9292, 'xsmm_reference_cpu_freq': 2.99989, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'K_BLOCKING=0_avg': 11.8132, 'K_BLOCKING=0_best': 11.8132, 'K_BLOCKING=0_kernel_type': 'dense', 'K_BLOCKING=128_avg': 11.8279, 'K_BLOCKING=128_best': 11.8279, 'K_BLOCKING=128_kernel_type': 'dense', 'K_BLOCKING=192_avg': 11.8565, 'K_BLOCKING=192_best': 11.8565, 'K_BLOCKING=192_kernel_type': 'dense', 'K_BLOCKING=256_avg': 11.844, 'K_BLOCKING=256_best': 11.844, 'K_BLOCKING=256_kernel_type': 'dense', 'K_BLOCKING=32_avg': 14.828800000000001, 'K_BLOCKING=32_best': 14.828800000000001, 'K_BLOCKING=32_kernel_type': 'dense', 'K_BLOCKING=384_avg': 11.797299999999996, 'K_BLOCKING=384_best': 11.797299999999996, 'K_BLOCKING=384_kernel_type': 'dense', 'K_BLOCKING=512_avg': 11.757, 'K_BLOCKING=512_best': 11.757, 'K_BLOCKING=512_kernel_type': 'dense', 'K_BLOCKING=64_avg': 11.8423, 'K_BLOCKING=64_best': 11.8423, 'K_BLOCKING=64_kernel_type': 'dense', 'K_BLOCKING=96_avg': 11.845099999999999, 'K_BLOCKING=96_best': 11.845099999999999, 'K_BLOCKING=96_kernel_type': 'dense', 'a_cols': 54, 'a_nonzero': 162, 'a_rows': 27, 'a_size': 1458, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.1111111111111111, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m3.txt', 'size_n': 105600, 'xsmm_reference_avg': 11.513200000000001, 'xsmm_reference_best': 11.513200000000001, 'xsmm_reference_cpu_freq': 2.999922, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'K_BLOCKING=0_avg': 17.7286, 'K_BLOCKING=0_best': 17.7286, 'K_BLOCKING=0_kernel_type': 'dense', 'K_BLOCKING=128_avg': 17.870500000000003, 'K_BLOCKING=128_best': 17.870500000000003, 'K_BLOCKING=128_kernel_type': 'dense', 'K_BLOCKING=192_avg': 17.779, 'K_BLOCKING=192_best': 17.779, 'K_BLOCKING=192_kernel_type': 'dense', 'K_BLOCKING=256_avg': 17.840799999999998, 'K_BLOCKING=256_best': 17.840799999999998, 'K_BLOCKING=256_kernel_type': 'dense', 'K_BLOCKING=32_avg': 28.724699999999995, 'K_BLOCKING=32_best': 28.724699999999995, 'K_BLOCKING=32_kernel_type': 'dense', 'K_BLOCKING=384_avg': 17.9149, 'K_BLOCKING=384_best': 17.9149, 'K_BLOCKING=384_kernel_type': 'dense', 'K_BLOCKING=512_avg': 17.911199999999997, 'K_BLOCKING=512_best': 17.911199999999997, 'K_BLOCKING=512_kernel_type': 'dense', 'K_BLOCKING=64_avg': 17.8179, 'K_BLOCKING=64_best': 17.8179, 'K_BLOCKING=64_kernel_type': 'dense', 'K_BLOCKING=96_avg': 17.8478, 'K_BLOCKING=96_best': 17.8478, 'K_BLOCKING=96_kernel_type': 'dense', 'a_cols': 54, 'a_nonzero': 162, 'a_rows': 81, 'a_size': 4374, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.037037037037037035, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m6.txt', 'size_n': 105600, 'xsmm_reference_avg': 17.1817, 'xsmm_reference_best': 17.1817, 'xsmm_reference_cpu_freq': 2.999871, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'K_BLOCKING=0_avg': 16.0845, 'K_BLOCKING=0_best': 16.0845, 'K_BLOCKING=0_kernel_type': 'dense', 'K_BLOCKING=128_avg': 16.074, 'K_BLOCKING=128_best': 16.074, 'K_BLOCKING=128_kernel_type': 'dense', 'K_BLOCKING=192_avg': 16.0961, 'K_BLOCKING=192_best': 16.0961, 'K_BLOCKING=192_kernel_type': 'dense', 'K_BLOCKING=256_avg': 16.164200000000005, 'K_BLOCKING=256_best': 16.164200000000005, 'K_BLOCKING=256_kernel_type': 'dense', 'K_BLOCKING=32_avg': 20.0612, 'K_BLOCKING=32_best': 20.0612, 'K_BLOCKING=32_kernel_type': 'dense', 'K_BLOCKING=384_avg': 16.0266, 'K_BLOCKING=384_best': 16.0266, 'K_BLOCKING=384_kernel_type': 'dense', 'K_BLOCKING=512_avg': 16.0894, 'K_BLOCKING=512_best': 16.0894, 'K_BLOCKING=512_kernel_type': 'dense', 'K_BLOCKING=64_avg': 19.332600000000003, 'K_BLOCKING=64_best': 19.332600000000003, 'K_BLOCKING=64_kernel_type': 'dense', 'K_BLOCKING=96_avg': 16.1398, 'K_BLOCKING=96_best': 16.1398, 'K_BLOCKING=96_kernel_type': 'dense', 'a_cols': 81, 'a_nonzero': 216, 'a_rows': 27, 'a_size': 2187, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.09876543209876543, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m132.txt', 'size_n': 105600, 'xsmm_reference_avg': 15.771899999999999, 'xsmm_reference_best': 15.771899999999999, 'xsmm_reference_cpu_freq': 2.999929, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'K_BLOCKING=0_avg': 10.7025, 'K_BLOCKING=0_best': 10.7025, 'K_BLOCKING=0_kernel_type': 'dense', 'K_BLOCKING=128_avg': 10.589, 'K_BLOCKING=128_best': 10.589, 'K_BLOCKING=128_kernel_type': 'dense', 'K_BLOCKING=192_avg': 10.9511, 'K_BLOCKING=192_best': 10.9511, 'K_BLOCKING=192_kernel_type': 'dense', 'K_BLOCKING=256_avg': 10.5876, 'K_BLOCKING=256_best': 10.5876, 'K_BLOCKING=256_kernel_type': 'dense', 'K_BLOCKING=32_avg': 10.4992, 'K_BLOCKING=32_best': 10.4992, 'K_BLOCKING=32_kernel_type': 'dense', 'K_BLOCKING=384_avg': 10.5696, 'K_BLOCKING=384_best': 10.5696, 'K_BLOCKING=384_kernel_type': 'dense', 'K_BLOCKING=512_avg': 10.5247, 'K_BLOCKING=512_best': 10.5247, 'K_BLOCKING=512_kernel_type': 'dense', 'K_BLOCKING=64_avg': 10.4861, 'K_BLOCKING=64_best': 10.4861, 'K_BLOCKING=64_kernel_type': 'dense', 'K_BLOCKING=96_avg': 10.6242, 'K_BLOCKING=96_best': 10.6242, 'K_BLOCKING=96_kernel_type': 'dense', 'a_cols': 27, 'a_nonzero': 216, 'a_rows': 81, 'a_size': 2187, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.09876543209876543, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m460.txt', 'size_n': 105600, 'xsmm_reference_avg': 10.609, 'xsmm_reference_best': 10.609, 'xsmm_reference_cpu_freq': 2.99992, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'K_BLOCKING=0_avg': 7.1743, 'K_BLOCKING=0_best': 7.1743, 'K_BLOCKING=0_kernel_type': 'dense', 'K_BLOCKING=128_avg': 7.2973, 'K_BLOCKING=128_best': 7.2973, 'K_BLOCKING=128_kernel_type': 'dense', 'K_BLOCKING=192_avg': 7.3039000000000005, 'K_BLOCKING=192_best': 7.3039000000000005, 'K_BLOCKING=192_kernel_type': 'dense', 'K_BLOCKING=256_avg': 7.3378, 'K_BLOCKING=256_best': 7.3378, 'K_BLOCKING=256_kernel_type': 'dense', 'K_BLOCKING=32_avg': 7.3718, 'K_BLOCKING=32_best': 7.3718, 'K_BLOCKING=32_kernel_type': 'dense', 'K_BLOCKING=384_avg': 7.290900000000001, 'K_BLOCKING=384_best': 7.290900000000001, 'K_BLOCKING=384_kernel_type': 'dense', 'K_BLOCKING=512_avg': 7.255800000000001, 'K_BLOCKING=512_best': 7.255800000000001, 'K_BLOCKING=512_kernel_type': 'dense', 'K_BLOCKING=64_avg': 7.2861, 'K_BLOCKING=64_best': 7.2861, 'K_BLOCKING=64_kernel_type': 'dense', 'K_BLOCKING=96_avg': 7.278800000000001, 'K_BLOCKING=96_best': 7.278800000000001, 'K_BLOCKING=96_kernel_type': 'dense', 'a_cols': 27, 'a_nonzero': 162, 'a_rows': 54, 'a_size': 1458, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.1111111111111111, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre/m0.txt', 'size_n': 105600, 'xsmm_reference_avg': 7.465000000000001, 'xsmm_reference_best': 7.465000000000001, 'xsmm_reference_cpu_freq': 2.999948, 'xsmm_reference_kernel_type': 'wide-sparse'}
